"id","main_id","ra","dec","distance_ly","x","y","z","spectral_type","diameter_solar","diameter_km","temperature","mass"
"934","2MASS J06595620-6145001","104.984063516768","-61.7499559830636","60.28","-7.3769","27.5616","-53.1001","M5.0","0.3","417600.0","3000.0","0.3"
"935","WISE J064528.38-030248.2","101.368300666667","-3.04579647222222","60.29","-11.8673","59.0236","-3.2035","T6","","","",""
"936","2MASS J19062476+4508112","286.603188","45.136463","60.29","12.1525","-40.7566","42.7329","T6","","","",""
"937","G 139-39","261.916160283244","14.4838570295219","60.29","-8.2087","-57.7938","15.079","M4V","0.34","473280.0","3000.0","0.3"
"938","UCAC4 601-033776","97.54242244249","30.06094373021","60.3","-6.8504","51.7377","30.2055","M4.0V","0.34","473280.0","3000.0","0.3"
"939","* del Equ","318.620063782083","10.0069794105556","60.3","44.5573","-39.2548","10.4782","F7(V)+G0(V)","1.29","1795680.0","6500.0","1.3"
"940","PM J11422-0122","175.55441962707","-1.36869138191","60.32","-60.1214","4.6742","-1.4408","M5e","0.3","417600.0","3000.0","0.3"
"941","2MASS J22341394+2359559","338.55841296001","23.9988553413856","60.33","51.3002","-20.1473","24.5373","M9.5e","0.14","194880.0","3000.0","0.3"
"942","HD 192961","304.90390103788","-46.4281150851303","60.35","23.8019","-34.1143","-43.7242","K5.5V","0.7","974400.0","4000.0","0.7"
"943","HD  25329","60.8124915568175","35.2732793848119","60.35","24.0275","43.0143","34.8507","K1VbFe-2","0.86","1197120.0","4000.0","0.7"
"944","HD  40887C","90.0807478167154","-31.03002740999","60.36","-0.0729","51.7223","-31.1148","K5V","0.7","974400.0","4000.0","0.7"
"945","HD 202940","319.940111364226","-26.3528887014197","60.37","41.4037","-34.8156","-26.7982","G7V","0.96","1336320.0","5500.0","1.0"
"946","NAME HD 40887 AB","90.0805113445612","-31.0305796618797","60.37","-0.0727","51.7305","-31.1205","K5V","0.7","974400.0","4000.0","0.7"
"947","G 138-39","248.1882978163","12.6127766675856","60.38","-21.8932","-54.7046","13.1846","M3.0V","0.38","528960.0","3000.0","0.3"
"948","PM J18313+6454","277.840771789","64.90369243089","60.39","3.4943","-25.3744","54.689","M3.5V","0.38","528960.0","3000.0","0.3"
"949","2MASS J08264116-1640382","126.671517","-16.677294","60.4","-34.5551","46.4074","-17.3336","L9","","","",""
"950","HD 156985","259.46009837452","52.44711355793","60.42","-6.7361","-36.2043","47.9004","K2","0.82","1141440.0","4000.0","0.7"
"951","* b Her B","271.756267206989","30.5622118097708","60.43","1.5948","-52.0105","30.7271","K4V","0.74","1030080.0","4000.0","0.7"
"952","2MASS J10224821+5825453","155.700921172508","58.4292758137572","60.44","-28.8401","13.0213","51.4946","L0.6V","","","",""
"953","* del Gem B","110.02948673617","21.98116184452","60.46","-19.2025","52.674","22.6303","K6V","0.66","918720.0","4000.0","0.7"
"954","LP  138-36","259.41072243326","52.40618096551","60.47","-6.7792","-36.2621","47.9137","M3.5V","0.38","528960.0","3000.0","0.3"
"955","LP  172-4","193.633751692165","44.9931031715853","60.5","-41.5795","-10.0851","42.7748","M5Ve","0.3","417600.0","3000.0","0.3"
"956","G 128-3","341.975374286868","31.87099379233","60.5","48.8575","-15.898","31.9445","M3V","0.38","528960.0","3000.0","0.3"
"957","Wolf 1130 B","301.340743875","54.4120205277778","60.51","18.3157","-30.0758","49.2081","T8p","","","",""
"958","Wolf  346","152.17549896376","35.54698346207","60.51","-43.541","22.9804","35.1787","M1.5","0.46","640320.0","3000.0","0.3"
"959","CD-44  4756","131.096305559345","-44.4725222227495","60.52","-28.3875","32.5454","-42.3983","M2V:","0.42","584640.0","3000.0","0.3"
"960","G  56-26","168.801727938129","19.4533131371194","60.53","-55.9879","11.0841","20.1588","M3.5V","0.38","528960.0","3000.0","0.3"
"961","G 158-45","3.55329973411125","-13.1836352793789","60.53","58.8214","3.6526","-13.8052","DC8H","","","",""
"962","LP  290-52","355.092599282799","34.5539759950342","60.53","49.6693","-4.2646","34.3315","dM5.5","","","",""
"963","HD 120690","207.834757320018","-24.3905119571066","60.54","-48.7575","-25.7447","-25.0002","G5Va","1.0","1392000.0","5500.0","1.0"
"964","LSPM J1055+0808","163.947258383434","8.14525916589722","60.54","-57.5925","16.5718","8.5775","M9V","0.14","194880.0","3000.0","0.3"
"965","SIPS J0128-5545","22.11101644102","-55.75951106291","60.55","31.5639","12.8239","-50.0557","L1","","","",""
"966","HD  13579","33.9273077428746","67.6723124728525","60.58","19.0962","12.8453","56.0381","K2","0.82","1141440.0","4000.0","0.7"
"967","L  850-62","285.819357118464","-13.5680651032306","60.58","16.0535","-56.659","-14.2121","M4V","0.34","473280.0","3000.0","0.3"
"968","PM J18542+1058","283.57132818","10.96923338467","60.58","13.9557","-57.8126","11.5273","M4.0V","0.34","473280.0","3000.0","0.3"
"969","G 185-23","291.50676812741","24.43808827304","60.6","20.2262","-51.3295","25.0708","M4.5V","0.34","473280.0","3000.0","0.3"
"970","2MASS J08594029+1145325","134.91793898455","11.75904637249","60.6","-41.8912","42.0114","12.3501","M8.4V","0.18","250560.0","3000.0","0.3"
"971","2MASS J12212770+0257198","185.36546842152","2.9554910854","60.61","-60.2642","-5.66","3.1251","L0.5","","","",""
"972","L  127-124","50.21576669003","-63.86456012437","60.61","17.0842","20.5166","-54.4129","M4","0.34","473280.0","3000.0","0.3"
"973","G 260-38","299.568657087147","65.0385420403006","60.62","12.6239","-22.2505","54.9576","M3.5V","0.38","528960.0","3000.0","0.3"
"974","WISE J125715.90+400854.2","194.315046","40.1477789444444","60.62","-44.8982","-11.457","39.0854","T7","","","",""
"975","2MASS J06453153-6646120","101.381384","-66.770012","60.62","-4.7184","23.4397","-55.7055","sdL8","","","",""
"976","1RXS J172615.6-031131","261.56356790623","-3.19193279185","60.64","-8.8828","-59.8908","-3.3765","M4.5","0.34","473280.0","3000.0","0.3"
"977","G 205-29","278.824358905934","41.4874794512442","60.65","6.9697","-44.8952","40.178","M2.0V","0.42","584640.0","3000.0","0.3"
"978","2MASS J00593695+5237143","14.9035989110042","52.6209640280522","60.65","35.5811","9.4698","48.1947","M5","0.3","417600.0","3000.0","0.3"
"979","G   7-16","60.11117960526","8.23525833411111","60.66","29.9163","52.0495","8.6888","DC9","","","",""
"980","* del Gem","110.030727357544","21.9823040496286","60.66","-19.267","52.8474","22.7063","F2VkF0mF0","1.44","2004480.0","6500.0","1.3"
"981","HD  42807","93.3020952600867","10.6271423567903","60.66","-3.4341","59.5206","11.1867","G5V","1.0","1392000.0","5500.0","1.0"
"982","LAWD 93","355.9613383939","32.54631342175","60.67","51.0152","-3.6019","32.6393","DA3.8","","","",""
"983","BD-21  4352","246.304192863314","-21.9373618207433","60.69","-22.6241","-51.5494","-22.6733","M0V","0.5","696000.0","3000.0","0.3"
"984","Wolf   87","27.0165549997404","21.2067380466292","60.7","50.4142","25.7057","21.9573","M2.5V","0.42","584640.0","3000.0","0.3"
"985","* eta CrB C","230.844312","30.248947","60.74","-33.1311","-40.6869","30.5983","L8V","","","",""
"986","SIPS J1054-8505","163.546087525683","-85.0839823203125","60.74","-4.992","1.4743","-60.5166","M8","0.18","250560.0","3000.0","0.3"
"987","LP  833-23","60.1192273644079","-25.8811795487222","60.76","27.2343","47.3988","-26.5221","M3.0","0.38","528960.0","3000.0","0.3"
"988","HD 206804","326.649090810517","-57.7033832975895","60.76","27.118","-17.8477","-51.36","K6.5Vk","0.66","918720.0","4000.0","0.7"
"989","CD-22   526","23.1091749527729","-21.9051224620697","60.77","51.8584","22.1293","-22.6715","M1.5Vk:","0.46","640320.0","3000.0","0.3"
"990","GAT 1384","329.64425172943","61.2849988369522","60.78","25.1985","-14.7577","53.3053","M6.0V","0.26","361920.0","3000.0","0.3"
"991","G 194-52","135.928967779346","52.0479646981406","60.78","-26.8566","25.9995","47.9266","M3.5V","0.38","528960.0","3000.0","0.3"
"992","HD 230017B","283.72426773573","10.97882115296","60.8","14.1608","-57.9831","11.5791","M3.5V","0.38","528960.0","3000.0","0.3"
"993","HD  49601","102.884974196061","47.3678183496533","60.81","-9.1842","40.1489","44.7389","K6V","0.66","918720.0","4000.0","0.7"
"994","PM J00081+4757","2.0267687135","47.95065916364","60.82","40.7099","1.4407","45.163","M3.5+M3.5","0.38","528960.0","3000.0","0.3"
"995","LP  903-20","151.161358794007","-33.5859789926872","60.84","-44.3975","24.4467","-33.6559","M4","0.34","473280.0","3000.0","0.3"
"996","LP  423-14","115.278288344808","17.6457909301194","60.87","-24.7694","52.4516","18.4516","M7.0V","0.22","306240.0","3000.0","0.3"
"997","LP  441-34","224.115810416556","17.9190748381531","60.87","-41.5808","-40.3169","18.7281","M7V","0.22","306240.0","3000.0","0.3"
"998","LP  869-19","295.50271569523","-21.06815801971","60.87","24.4559","-51.2666","-21.8814","M3.5","0.38","528960.0","3000.0","0.3"
"999","GD 1212","354.71141703626","-7.6888807646","60.87","60.0659","-5.5601","-8.144","DA4.5","","","",""
"1000","G 118-51","155.003343622879","28.9535424693219","60.88","-48.281","22.5104","29.472","M3.0V","0.38","528960.0","3000.0","0.3"
"1001","PM J17394-2327","264.851478901831","-23.4519971159897","60.88","-5.0119","-55.6256","-24.2291","M5","0.3","417600.0","3000.0","0.3"
"1002","* mu. Vir B","220.754598224845","-5.65284625428278","60.89","-45.9006","-39.5569","-5.9977","M5.5","0.3","417600.0","3000.0","0.3"
"1003","HD  16909","40.8370214710416","19.429175713919","60.9","43.4514","37.5553","20.2579","K3.5Vk","0.78","1085760.0","4000.0","0.7"
"1004","HD  20280","48.68593480933","-26.44624879849","60.9","35.9979","40.9553","-27.1223","K5.5Vk:","0.7","974400.0","4000.0","0.7"
"1005","LP  322-936","197.840078069241","28.5448722719444","60.91","-50.9332","-16.3922","29.1057","dM6.5","","","",""
"1006","LP  709-18","30.4327819739354","-10.2914027180981","60.94","51.6986","30.3712","-10.8872","M4","0.34","473280.0","3000.0","0.3"
"1007","G  13-51","189.696961488957","-4.32140649268861","60.94","-59.8985","-10.2354","-4.5919","M3.5V","0.38","528960.0","3000.0","0.3"
"1008","G  74-19","35.2673618","36.8843292","60.96","39.8099","28.153","36.5883","M3V","0.38","528960.0","3000.0","0.3"
"1009","L   66-86","173.748767171766","-74.6025398753242","60.98","-16.0947","1.763","-58.7913","M2","0.42","584640.0","3000.0","0.3"
"1010","2MASS J18311816-0732250","277.825623599362","-7.54033630674583","60.99","8.2325","-59.8995","-8.0034","M9.5","0.14","194880.0","3000.0","0.3"
"1011","LP  715-51","67.78766138193","-13.51461898244","60.99","22.4182","54.9004","-14.253","M2.5V","0.42","584640.0","3000.0","0.3"
"1012","2MASSW J1004392-333518","151.163838420822","-33.5886401891667","60.99","-44.5067","24.5043","-33.7413","L5","","","",""
"1013","LP  441-33","224.113176257362","17.91659998275","60.99","-41.6652","-40.395","18.7625","M5V","0.3","417600.0","3000.0","0.3"
"1014","HD  25457","60.65310113313","-0.26892220032","61.01","29.9004","53.1799","-0.2864","F7V","1.29","1795680.0","6500.0","1.3"
"1015","G 196-22","156.510863428113","50.4524041948353","61.02","-35.6331","15.4857","47.0523","M4V","0.34","473280.0","3000.0","0.3"
"1016","2MASS J18070621-0625471","271.775916859704","-6.42978277887805","61.03","1.8795","-60.617","-6.8345","M9pec","0.14","194880.0","3000.0","0.3"
"1017","G 196-23","156.513632541533","50.4560078458303","61.04","-35.6428","15.4879","47.0701","M4V","0.34","473280.0","3000.0","0.3"
"1018","HD 230017A","283.72350774684","10.97787462469","61.05","14.2183","-58.2219","11.6257","M0V","0.5","696000.0","3000.0","0.3"
"1019","2MASS J00454267+3611406","11.42781","36.19463","61.08","48.3153","9.7665","36.0696","T5","","","",""
"1020","HD 111261B","192.04161896037","-24.8046193805831","61.08","-54.225","-11.5671","-25.6246","K7Vk:","0.62","863040.0","4000.0","0.7"
"1021","BD-18  3106","166.86542548391","-19.29148808362","61.1","-56.1606","13.1047","-20.1859","K5V","0.7","974400.0","4000.0","0.7"
"1022","*  10 UMa","135.16030590447","41.7830245590706","61.12","-32.3168","32.1365","40.725","F3V+G5V","1.41","1962720.0","6500.0","1.3"
"1023","L  424-30","315.228935519627","-41.5288837904128","61.13","32.4885","-32.2299","-40.529","M4","0.34","473280.0","3000.0","0.3"
"1024","G  73-45","35.192722417835","2.9771041114625","61.13","49.8891","35.1834","3.1749","M6V","0.26","361920.0","3000.0","0.3"
"1025","HD 111261","192.04460642534","-24.8066018371022","61.15","-54.2857","-11.583","-25.6559","K4V","0.74","1030080.0","4000.0","0.7"
"1026","LP  941-19","33.4534512406446","-33.7583438252272","61.16","42.424","28.0303","-33.9861","DA4.5","","","",""
"1027","L   86-67","3.93117724844958","-67.9933477362436","61.21","22.8823","1.5725","-56.7503","M2.5V","0.42","584640.0","3000.0","0.3"
"1028","[MFL2000] J210104.18+030705.1","315.269980624339","3.11807418696667","61.21","43.4211","-43.0138","3.3294","M6.5V","0.26","361920.0","3000.0","0.3"
"1029","LP  816-10","312.469718572958","-17.2690183228769","61.21","39.466","-43.1153","-18.1707","M6.5V","0.26","361920.0","3000.0","0.3"
"1030","L   86-66","3.9646900427875","-67.9977281030747","61.22","22.8808","1.5858","-56.7613","M0.5V","0.5","696000.0","3000.0","0.3"
"1031","LSPM J0601+1305","90.44038254298","13.08375410828","61.22","-0.4583","59.629","13.8587","M2.5Ve","0.42","584640.0","3000.0","0.3"
"1032","APMPM J2101-4125","315.265914926596","-41.2425782490928","61.23","32.7062","-32.404","-40.3658","M4","0.34","473280.0","3000.0","0.3"
"1033","2MASSI J1029216+162652","157.340428779997","16.4477502562658","61.24","-54.2003","22.6276","17.3395","L2.5","","","",""
"1034","G 186-24","305.561699190271","31.2957123749456","61.24","30.4337","-42.5695","31.8114","M4.5","0.34","473280.0","3000.0","0.3"
"1035","HD  25665","62.3960004224392","69.54139200988","61.24","9.9183","18.9687","57.3773","K2.5V","0.82","1141440.0","4000.0","0.7"
"1036","PM J10397-4430","159.93919692196","-44.51026661569","61.26","-41.0356","14.9851","-42.9455","M3","0.38","528960.0","3000.0","0.3"
"1037","PM J22489+1819","342.22744962179","18.33304718236","61.27","55.3845","-17.7528","19.2719","M4.0V","0.34","473280.0","3000.0","0.3"
"1038","LP  313-42","140.091367460887","26.7286163599706","61.28","-41.9832","35.1142","27.5616","M5V","0.3","417600.0","3000.0","0.3"
"1039","LP  923-15","281.489414826758","-28.93159493238","61.3","10.6863","-52.5746","-29.6548","M4V","0.34","473280.0","3000.0","0.3"
"1040","L   50-73","3.45788162304208","-71.8317377649928","61.3","19.0791","1.1528","-58.2439","DA8.0","","","",""
"1041","BD-18  3019B","161.412678612654","-19.1125072928047","61.32","-54.9177","18.4683","-20.0776","DQ","","","",""
"1042","BD+21  2486","196.564159087232","20.7292430266342","61.33","-54.9793","-16.3526","21.7079","K4V","0.74","1030080.0","4000.0","0.7"
"1043","BD-18  3019","161.41287936659","-19.1143659960625","61.34","-54.935","18.4739","-20.0861","M0V","0.5","696000.0","3000.0","0.3"
"1044","HD 130004","221.350761864858","13.8463150691828","61.35","-44.7159","-39.3541","14.6822","K0V","0.9","1252800.0","4000.0","0.7"
"1045","HD 170493","277.46836460511","-1.81810287325","61.36","7.9715","-60.8088","-1.9467","K4V","0.74","1030080.0","4000.0","0.7"
"1046","* psi Vel","142.674998234207","-40.4667393450777","61.37","-37.1277","28.3093","-39.8295","F3VFe-0.7","1.41","1962720.0","6500.0","1.3"
"1047","G  10-49","176.91978011141","0.255583845436389","61.38","-61.2907","3.2982","0.2738","M4V","0.34","473280.0","3000.0","0.3"
"1048","HD 116495","200.886593378746","29.2374882413716","61.39","-50.0489","-19.0984","29.9848","M0V","0.5","696000.0","3000.0","0.3"
"1049","*  15 LMi","147.14738061867","46.02100739317","61.39","-35.8112","23.1253","44.1759","G0.5Va","1.1","1531200.0","5500.0","1.0"
"1050","2MASS J17054834-0516462","256.45146081772","-5.27954141321","61.4","-14.3231","-59.4381","-5.6497","L1","","","",""
"1051","L  532-21","134.7721537274","-31.2240594989258","61.41","-36.9854","37.2808","-31.8341","M3V","0.38","528960.0","3000.0","0.3"
"1052","G  78-28","49.30088956042","45.37278241148","61.41","28.131","32.7063","43.705","M3.0V","0.38","528960.0","3000.0","0.3"
"1053","WISE J024124.73-365328.0","40.3522328333333","-36.8915503611111","61.42","37.4349","31.8058","-36.8706","T7","","","",""
"1054","CFBDS J013302+023128","23.2585327916667","2.52500155555556","61.42","56.3738","24.23","2.7059","T8.5","","","",""
"1055","FBS 0444-113","71.715534","-11.279887","61.42","18.8974","57.1924","-12.0139","M3.0V","0.38","528960.0","3000.0","0.3"
"1056","LP  592-10","47.5140974139121","2.57419493500028","61.44","41.4552","45.2628","2.7595","M6V","0.26","361920.0","3000.0","0.3"
"1057","StKM 1-539","75.46071178395","3.76534504549","61.45","15.3933","59.3537","4.0354","M1.5V","0.46","640320.0","3000.0","0.3"
"1058","G 179-33","232.433211900045","42.8801967514472","61.45","-27.4537","-35.6921","41.8147","M4.5V","0.34","473280.0","3000.0","0.3"
"1059","LP  168-21","161.31167964266","49.69165231347","61.46","-37.6623","12.7394","46.8678","dM5.0","","","",""
"1060","G 130-63","4.7233058274325","27.8138540067969","61.47","54.1836","4.4769","28.6819","M4V","0.34","473280.0","3000.0","0.3"
"1061","HD   4747","12.3615019724767","-23.2124635395692","61.48","55.1932","12.0961","-24.2318","G8/K0V","0.94","1308480.0","5500.0","1.0"
"1062","2MASS J17364180-3425459","264.17419208087","-34.42949568753","61.5","-5.149","-50.4646","-34.7716","M6V","0.26","361920.0","3000.0","0.3"
"1063","2MASS J05085506+3319272","77.2294089469771","33.3241918821175","61.51","11.361","50.1249","33.7921","L2","","","",""
"1064","LP  613-50","176.925401768827","0.251679598121389","61.52","-61.4309","3.2997","0.2702","M5.5V","0.3","417600.0","3000.0","0.3"
"1065","2MASS J07414920+2351275","115.455039","23.857641","61.54","-24.19","50.8179","24.8908","T5","","","",""
"1066","PM J18451+0620","281.29279142058","6.33776100468","61.55","11.9792","-59.9895","6.7945","M1.0Ve","0.46","640320.0","3000.0","0.3"
"1067","HD 266611","104.26955074723","30.75649409884","61.57","-13.0415","51.2776","31.4863","K5V","0.7","974400.0","4000.0","0.7"
"1068","LP  423-31","118.099687640945","16.2041549817058","61.58","-27.8524","52.1635","17.1846","M6.0V","0.26","361920.0","3000.0","0.3"
"1069","Wolf  219","56.1451972146675","18.4360612983753","61.59","32.5502","48.5225","19.4776","DQ8","","","",""
"1070","G 141-53","284.911999713136","8.48343623721417","61.6","15.6784","-58.8742","9.0874","dM5.0","","","",""
"1071","*   6 Cet","2.81607516478","-15.46797790789","61.6","59.2971","2.9168","-16.4287","F8VFe-0.8CH-0.5","1.26","1753920.0","6500.0","1.3"
"1072","G 260-1","274.312545009194","68.5552661329717","61.61","1.6938","-22.4611","57.3448","M5.0V","0.3","417600.0","3000.0","0.3"
"1073","LSPM J0837+0333","129.37590976458","3.56274979145","61.62","-39.0165","47.5402","3.8292","M4.0V","0.34","473280.0","3000.0","0.3"
"1074","RX J0912.2-2554","138.0525053656","-25.91739174891","61.63","-41.2277","37.0532","-26.9369","M3Ve","0.38","528960.0","3000.0","0.3"
"1075","G 170-42","262.592749412642","19.2089673418097","61.65","-7.5055","-57.7318","20.2837","sdM3.5","","","",""
"1076","HD 153026A","254.725208844603","-39.5585483104939","61.65","-12.5219","-45.8515","-39.2628","K5","0.7","974400.0","4000.0","0.7"
"1077","HD   5015","13.2674851758","61.12397202496","61.65","28.9771","6.8325","53.9848","F9V","1.23","1712160.0","6500.0","1.3"
"1078","L  626-41","243.591401746054","-28.5101799139717","61.67","-24.1027","-48.5363","-29.436","M3.5V","0.38","528960.0","3000.0","0.3"
"1079","G 249-32","90.6066769670987","66.3444070482353","61.67","-0.262","24.743","56.4881","M4.5V","0.34","473280.0","3000.0","0.3"
"1080","LSPM J1728+7108","262.04771471932","71.14074436928","61.68","-2.7584","-19.746","58.3687","dM4.0","","","",""
"1081","2MASSW J1421314+182740","215.380902115188","18.4612543103392","61.7","-47.7165","-33.8864","19.5381","L0.0","","","",""
"1082","HD 153026B","254.725565534713","-39.5575377097361","61.71","-12.5339","-45.8968","-39.3002","M0","0.5","696000.0","3000.0","0.3"
"1083","LP   66-542","213.71015319364","64.2122239844897","61.71","-22.3322","-14.8995","55.5644","M5.0","0.3","417600.0","3000.0","0.3"
"1084","GR*  50","8.22136393857","-4.56868709284","61.71","60.8817","8.7964","-4.9155","M4.5V","0.34","473280.0","3000.0","0.3"
"1085","FBS 0444-113B","71.71534098662","-11.27986375778","61.72","18.9899","57.4717","-12.0725","M6","0.26","361920.0","3000.0","0.3"
"1086","HD 220140B","349.85195480385","79.00106057806","61.73","11.5933","-2.0751","60.5961","M3.5V","0.38","528960.0","3000.0","0.3"
"1087","LP   12-90","350.72427896386","78.79404648464","61.73","11.8395","-1.9336","60.5531","M4.5V","0.34","473280.0","3000.0","0.3"
"1088","LP  733-99","170.02543549496","-10.49631311221","61.74","-59.7893","10.5151","-11.2473","M2.0V","0.42","584640.0","3000.0","0.3"
"1089","G  82-33","68.68886717567","-0.4462518238","61.75","22.4413","57.5258","-0.4809","M4.0V","0.34","473280.0","3000.0","0.3"
"1090","HD  76740","134.266959114952","-29.8460136388717","61.75","-37.3849","38.354","-30.7312","F5V","1.35","1879200.0","6500.0","1.3"
"1091","LP  757-92","317.850837141655","-9.67590021459167","61.76","45.1375","-40.8553","-10.3803","M5.5","0.3","417600.0","3000.0","0.3"
"1092","WISE J133300.05-160754.2","203.251075875","-16.1314299166667","61.77","-54.5187","-23.4243","-17.1623","T7.5","","","",""
"1093","WISEA J061557.21+152626.1","93.9884860416667","15.4422022777778","61.77","-4.1414","59.3959","16.4473","T8.5","","","",""
"1094","HD 220140","349.860993881668","79.0035202829022","61.79","11.6023","-2.0748","60.6555","G9V","0.92","1280640.0","5500.0","1.0"
"1095","FBS 0444-113A","71.71576370858","-11.27990408683","61.81","19.0171","57.5556","-12.0902","M5e","0.3","417600.0","3000.0","0.3"
"1096","HD  52711","105.876913461557","29.3370814225828","61.81","-14.7409","51.8275","30.2836","G0V","1.1","1531200.0","5500.0","1.0"
"1097","HD  78366","137.21279325767","33.88221843094","61.81","-37.6582","34.8563","34.4583","G0IV-V","1.1","1531200.0","5500.0","1.0"
"1098","2MASS J05560053+1546011","89.00216119636","15.76690461417","61.82","1.0361","59.485","16.798","M3","0.38","528960.0","3000.0","0.3"
"1099","SSSPM J2356-3426","359.045084096913","-34.4346093262253","61.83","50.9886","-0.8499","-34.9627","M9.3V","0.14","194880.0","3000.0","0.3"
"1100","WISEP J222623.05+044003.9","336.596094","4.667811","61.83","56.5549","-24.4781","5.0316","T8","","","",""
"1101","PM J14197+3137E","214.94467281309","31.61770296976","61.83","-43.1594","-30.1584","32.4143","dM4.5","","","",""
"1102","LP  310-34","121.858617405509","32.2194634826164","61.84","-27.6144","44.4359","32.9708","M8","0.18","250560.0","3000.0","0.3"
"1103","G  65-54","217.089663037283","5.31702715413472","61.86","-49.133","-37.145","5.7323","M3.0V","0.38","528960.0","3000.0","0.3"
"1104","G 250-34","106.96009277403","67.20134803943","61.87","-6.9934","22.9316","57.0362","M1.5V","0.46","640320.0","3000.0","0.3"
"1105","LEHPM 2-333","175.433537193969","-22.5375029176047","61.88","-56.9727","4.5504","-23.7179","M7.5V","0.22","306240.0","3000.0","0.3"
"1106","2MASSI J1124532+132253","171.22194386247","13.38136123791","61.88","-59.4949","9.187","14.321","M5.5","0.3","417600.0","3000.0","0.3"
"1107","L  541-90","180.99278772845","-33.0240416546383","61.89","-51.8834","-0.8991","-33.7295","M4V","0.34","473280.0","3000.0","0.3"
"1108","CD-57  8545","335.888762327029","-57.22062708622","61.9","30.5891","-13.6904","-52.0431","M1Vk:","0.46","640320.0","3000.0","0.3"
"1109","Wolf   33","12.8743184864879","58.3020282556319","61.92","31.7174","7.2493","52.6834","M0.0V","0.5","696000.0","3000.0","0.3"
"1110","PM J17103-1444","257.57914688353","-14.74925867118","61.92","-12.8796","-58.4781","-15.7642","M2","0.42","584640.0","3000.0","0.3"
"1111","2MASS J14194617+3137094","214.94242739556","31.6192779575","61.93","-43.2296","-30.205","32.4682","M6","0.26","361920.0","3000.0","0.3"
"1112","G  65-53","217.073235444736","5.31272178937944","61.94","-49.2075","-37.1792","5.7351","M3.5V","0.38","528960.0","3000.0","0.3"
"1113","FBS 1415+456","214.34209473718","45.42944620174","61.94","-35.8914","-24.5221","44.1252","dM5.0","","","",""
"1114","BD-15  4394","252.19150298753","-15.73893233292","61.94","-18.2333","-56.7611","-16.8015","M1.5Vk:","0.46","640320.0","3000.0","0.3"
"1115","LP  771-72","45.658559544445","-18.1663228414775","61.96","41.1473","42.1043","-19.3177","M2.5V","0.42","584640.0","3000.0","0.3"
"1116","PM J06091-4953","92.28213803518","-49.88806931676","61.98","-1.5901","39.901","-47.4015","M1","0.46","640320.0","3000.0","0.3"
"1117","Ross  972","195.016470486292","-5.62994485729222","61.98","-59.5747","-15.9814","-6.0804","M3V","0.38","528960.0","3000.0","0.3"
"1118","LSPM J0140+2701","25.01103731418","27.03055901548","62.0","50.0485","23.3497","28.1769","M8.5V","0.18","250560.0","3000.0","0.3"
"1119","2MASS J07015983+6321322","105.499323","63.358967","62.01","-7.4303","26.7941","55.4266","T3","","","",""
"1120","LP  872-27","314.113096980497","-24.0034811283147","62.01","39.431","-40.671","-25.2252","M4.5","0.34","473280.0","3000.0","0.3"
"1121","G 179-20","228.159107741999","45.7296866485186","62.02","-28.879","-32.2531","44.4097","M4.0Ve","0.34","473280.0","3000.0","0.3"
"1122","V* CD Oct","331.08691215259","-75.2239064710883","62.06","13.855","-7.6525","-60.0077","DA5.7","","","",""
"1123","BD+25  2874","226.848265811855","24.935518211795","62.08","-38.5007","-41.0683","26.1728","K5V","0.7","974400.0","4000.0","0.7"
"1124","HD 190771","301.29073248544","38.4784877195","62.09","25.2454","-41.5365","38.6337","G2V","1.06","1475520.0","5500.0","1.0"
"1125","LSPM J0212+1032","33.19314273126","10.54855900353","62.1","51.0889","33.4229","11.3686","M6","0.26","361920.0","3000.0","0.3"
"1126","BD+06  2986","226.223025681083","5.6381001887375","62.12","-42.77","-44.636","6.103","K8V","0.58","807360.0","4000.0","0.7"
"1127","CFBDS J150411+102717","226.048296666667","10.4555744444444","62.13","-42.4054","-43.9863","11.2749","T7.0","","","",""
"1128","HD 160964","264.05565127488","71.87835648195","62.13","-2.0013","-19.2207","59.0482","K4V","0.74","1030080.0","4000.0","0.7"
"1129","2MASS J18365842-3507176","279.2434534715","-35.12151259602","62.14","8.1642","-50.1664","-35.7499","M6.5V","0.26","361920.0","3000.0","0.3"
"1130","G 207-18","287.065735701398","26.5849093796019","62.16","16.3133","-53.1403","27.8181","M5V","0.3","417600.0","3000.0","0.3"
"1131","EGGR 176","276.018953064004","-13.1450817285567","62.16","6.3472","-60.1975","-14.1363","DA7.8","","","",""
"1132","L  559-194","268.512464872192","-34.6717095018711","62.17","-1.3273","-51.1129","-35.3669","M3.5V","0.38","528960.0","3000.0","0.3"
"1133","PM J05062-0807","76.55752239287","-8.11873332812","62.17","14.3077","59.8608","-8.78","dM4.0","","","",""
"1134","* eta Ser","275.327502051615","-2.89882796989806","62.2","5.7678","-61.8521","-3.1456","K0III-IV","0.9","1252800.0","4000.0","0.7"
"1135","BD-19  5899","310.738127467784","-18.9183578796014","62.2","38.3992","-44.5831","-20.1665","M1.5V","0.46","640320.0","3000.0","0.3"
"1136","WISE J175839.20-583931.6","269.664831594606","-58.6560546724722","62.22","-0.1893","-32.3647","-53.1396","M6","0.26","361920.0","3000.0","0.3"
"1137","WISE J180901.07+383805.4","272.2536901","38.6342599","62.24","1.9119","-48.581","38.8593","T7.5","","","",""
