"id","main_id","ra","dec","distance_ly","x","y","z","spectral_type","diameter_solar","diameter_km","temperature","mass"
"1138","2MASSI J1043075+222523","160.781597","22.423225","62.24","-54.3278","18.9385","23.7411","L8.5","","","",""
"1139","HD 168442","274.96183813823","-1.9386122777","62.25","5.3811","-61.9812","-2.1058","K7Vk","0.62","863040.0","4000.0","0.7"
"1140","G 103-41","98.63932412122","31.5022439062","62.31","-7.9804","52.5239","32.559","M3.5V","0.38","528960.0","3000.0","0.3"
"1141","G 221-24","57.0070509687133","68.6774349768211","62.32","12.3396","19.0064","58.0541","M2V+K6V","0.42","584640.0","3000.0","0.3"
"1142","G  63-32","202.338797858665","11.4407370516669","62.34","-56.5158","-23.2236","12.3654","M3V","0.38","528960.0","3000.0","0.3"
"1143","HD 153026","254.725211579095","-39.5585495749128","62.34","-12.662","-46.3646","-39.7023","K4.5Vk:","0.74","1030080.0","4000.0","0.7"
"1144","HD  52919","105.67882272464","-6.79922614381861","62.34","-16.7286","59.5983","-7.3805","K4V","0.74","1030080.0","4000.0","0.7"
"1145","HD 170573","278.27116929444","-54.26319008735","62.37","5.2405","-36.0491","-50.6263","K4.5Vk:","0.74","1030080.0","4000.0","0.7"
"1146","G 242-52","5.88252091954375","77.1907255097078","62.38","13.7572","1.4174","60.8276","M4V","0.34","473280.0","3000.0","0.3"
"1147","LP  675-7","185.966991673943","-8.97875075190917","62.38","-61.2818","-6.4053","-9.7355","M6.5Ve","0.26","361920.0","3000.0","0.3"
"1148","L   72-10","225.531911876227","-71.3003974131642","62.39","-14.0121","-14.2747","-59.0966","M4","0.34","473280.0","3000.0","0.3"
"1149","LSPM J1557+0901","239.45108814593","9.01946540429","62.39","-31.3191","-53.0656","9.7809","M4.0V","0.34","473280.0","3000.0","0.3"
"1150","G 242-51","5.87011399357083","77.1892924862378","62.4","13.7634","1.4151","60.8467","M2.5V","0.42","584640.0","3000.0","0.3"
"1151","G 244-49","31.79310900607","64.28649158825","62.4","23.0114","14.2638","56.2208","dM4.5","","","",""
"1152","LP   44-162","269.314178510736","70.7003310694531","62.42","-0.2469","-20.6289","58.9122","M7.5V","0.22","306240.0","3000.0","0.3"
"1153","G 187-8","312.58605350151","26.5113242609828","62.43","37.8038","-41.1314","27.8672","DA9","","","",""
"1154","LP  718-5","83.8387293756917","-9.51847925158972","62.44","6.6093","61.2246","-10.3254","M6.5Ve","0.26","361920.0","3000.0","0.3"
"1155","PM J21142-7633","318.55089090258","-76.55706197142","62.47","10.8855","-9.6135","-60.7584","M4e","0.34","473280.0","3000.0","0.3"
"1156","BD-04  3873","230.51708430053","-4.77745306839","62.47","-39.5834","-48.0477","-5.2029","K4V","0.74","1030080.0","4000.0","0.7"
"1157","V* VZ Col","82.55835096406","-42.69732774909","62.49","5.9483","45.54","-42.3761","M0V","0.5","696000.0","3000.0","0.3"
"1158","L  119-33","335.42881529199","-65.52582716422","62.5","23.548","-10.7668","-56.8843","M5V","0.3","417600.0","3000.0","0.3"
"1159","* mu. Vir","220.765099944838","-5.65820137675222","62.5","-47.1064","-40.6111","-6.1621","F2V","1.44","2004480.0","6500.0","1.3"
"1160","LSPM J1804+1354","271.16129066044","13.90394368597","62.51","1.2298","-60.666","15.0208","M2.5V","0.42","584640.0","3000.0","0.3"
"1161","LP  549-10","149.9673317181","2.78040353915","62.51","-54.0537","31.249","3.0322","M3","0.38","528960.0","3000.0","0.3"
"1162","L   97-3 B","121.811145833333","-66.3135222222222","62.52","-13.2393","21.3436","-57.2532","Y1","","","",""
"1163","HD 220339","350.770397405338","-10.7642437599381","62.53","60.6344","-9.8528","-11.6786","K2V","0.82","1141440.0","4000.0","0.7"
"1164","G 106-36","94.29432236336","5.11740878468","62.56","-4.6658","62.1357","5.5802","M3.5V","0.38","528960.0","3000.0","0.3"
"1165","G 224-20","221.105705516232","58.2869749398095","62.56","-24.7792","-21.6207","53.2193","dM5.0","","","",""
"1166","G 163-23","163.893641752831","-9.357200815385","62.58","-59.3236","17.13","-10.1748","M3.5V","0.38","528960.0","3000.0","0.3"
"1167","Wolf  330","148.931645919447","35.3616027286108","62.58","-43.7141","26.3371","36.2172","M3.5Ve","0.38","528960.0","3000.0","0.3"
"1168","LP  149-14","359.95628792589","47.7623642333497","62.59","42.0734","-0.0321","46.3393","M5V","0.3","417600.0","3000.0","0.3"
"1169","2MASS J11101001+0116130","167.541711","1.270302","62.6","-61.111","13.5013","1.3878","T5.5","","","",""
"1170","G 192-39","100.957287","51.138987","62.6","-7.4657","38.5613","48.7448","M3.5Ve","0.38","528960.0","3000.0","0.3"
"1171","2MASS J16272573+3255288","246.85721","32.924686","62.6","-20.6517","-48.3171","34.0254","T6","","","",""
"1172","2MASS J02062493+2640237","31.603883","26.673265","62.6","47.6421","29.314","28.1013","L9pec","","","",""
"1173","WISE J061407.49+391235.9","93.531216","39.209998","62.61","-2.988","48.4203","39.5798","T6","","","",""
"1174","LP  793-33","176.39350610257","-20.35344055409","62.62","-58.594","3.6931","-21.7799","M2.5V","0.42","584640.0","3000.0","0.3"
"1175","G 120-40","170.480909058057","26.8308407483339","62.65","-55.1355","9.2454","28.2776","dM4.5","","","",""
"1176","Wolf 1231","336.25722700396","35.6688030906","62.66","46.5966","-20.496","36.537","M2.0V","0.42","584640.0","3000.0","0.3"
"1177","1RXS J185504.7+425952","283.76882933424","42.99744487839","62.67","10.9092","-44.5187","42.7388","M4.0V","0.34","473280.0","3000.0","0.3"
"1178","G 269-125","18.5358239627342","-36.9453452882742","62.67","47.4882","15.9224","-37.668","M3.5V","0.38","528960.0","3000.0","0.3"
"1179","G  58-22","162.233447133742","22.8900091246219","62.71","-55.0165","17.6285","24.3919","M3.5Ve","0.38","528960.0","3000.0","0.3"
"1180","2MASS J23013338+0216359","345.389091","2.276654","62.72","60.6438","-15.8089","2.4915","T6.5","","","",""
"1181","WISEP J221354.69+091139.4","333.4777299","9.1942704","62.72","55.3984","-27.6475","10.0216","T7","","","",""
"1182","2MASS J12195156+3128497","184.964836","31.480476","62.72","-53.2881","-4.6291","32.7529","L9","","","",""
"1183","CD-39  2700","99.07621795984","-40.00654554002","62.72","-7.5785","47.4402","-40.3211","K8Vk","0.58","807360.0","4000.0","0.7"
"1184","L   97-3","121.723973570395","-66.3046391875189","62.73","-13.2559","21.443","-57.4416","DQ","","","",""
"1185","G 242-48B","3.42893651111625","80.6636548524092","62.74","10.1601","0.6088","61.9089","M5V","0.3","417600.0","3000.0","0.3"
"1186","G 242-48","3.41130063264625","80.6657892218486","62.75","10.1596","0.6056","61.9191","M1.5V","0.46","640320.0","3000.0","0.3"
"1187","HD  68834","123.649642984932","13.0228264135814","62.75","-33.8763","50.8922","14.14","K5V","0.7","974400.0","4000.0","0.7"
"1188","LSPM J0326+3929B","51.64249178462","39.48409788798","62.78","30.0687","37.9951","39.9195","M4.5V","0.34","473280.0","3000.0","0.3"
"1189","G 137-24","233.77420789358","12.79588869653","62.79","-36.1854","-49.3944","13.9066","DZ","","","",""
"1190","2MASS J20125255+1246315","303.219082947817","12.7754763153008","62.8","33.5528","-51.2367","13.887","M6.5V","0.26","361920.0","3000.0","0.3"
"1191","BD+00  3077","203.85321826662","-0.38910183765","62.81","-57.4437","-25.3995","-0.4265","K7V","0.62","863040.0","4000.0","0.7"
"1192","G 253-13","128.042148247223","84.4085529300589","62.82","-3.7719","4.8205","62.5211","M3.5V","0.38","528960.0","3000.0","0.3"
"1193","L  140-119","139.108229264063","-62.0710688471389","62.82","-22.2425","19.2615","-55.5033","M3.5","0.38","528960.0","3000.0","0.3"
"1194","HD 190067","300.642313808328","15.5920745307581","62.82","30.8396","-52.0592","16.8852","K0VFe-0.9","0.9","1252800.0","4000.0","0.7"
"1195","* i Cen","206.421849744209","-33.0437169721731","62.83","-47.166","-23.4358","-34.2599","F2V","1.44","2004480.0","6500.0","1.3"
"1196","2MASS J04134574+3709087","63.4404533203958","37.1525045424139","62.84","22.3946","44.7999","37.9515","L3","","","",""
"1197","HD   9540","23.3158712800533","-24.1779596354056","62.84","52.646","22.6902","-25.7375","K0V","0.9","1252800.0","4000.0","0.7"
"1198","PM J21375-1014","324.379955437185","-10.2404865643178","62.85","50.2767","-36.0212","-11.1735","M4.0","0.34","473280.0","3000.0","0.3"
"1199","L   51-47","17.3217362407083","-72.2117312774383","62.86","18.3328","5.7177","-59.8548","M4V","0.34","473280.0","3000.0","0.3"
"1200","HD  97233","167.888120356578","-14.9913684962475","62.87","-59.3783","12.7425","-16.2628","K5Vk:","0.7","974400.0","4000.0","0.7"
"1201","LP  770-20","36.8771742981675","-19.1279698771464","62.87","47.5146","35.6454","-20.6012","M3.5","0.38","528960.0","3000.0","0.3"
"1202","LP  327-57","231.43138464689","31.20332095298","62.88","-33.5313","-42.0512","32.5767","dM5.5","","","",""
"1203","LAWD 45","199.856490909768","-78.3911572979983","62.89","-11.9029","-4.2986","-61.6035","DC","","","",""
"1204","SCR J1639-4652","249.857541325714","-46.8834267767244","62.9","-14.8043","-40.3618","-45.9148","MV","0.3","417600.0","3000.0","0.3"
"1205","G   1-47","17.0512686303146","0.465703098758333","62.9","60.1331","18.4434","0.5112","dM4.0","","","",""
"1206","G 235-40","147.001551265425","60.2568801683592","62.91","-26.1757","16.9977","54.6221","M1.5V","0.46","640320.0","3000.0","0.3"
"1207","HD  21209B","50.816206397335","-49.9940954177881","62.93","25.5603","31.3581","-48.203","K8Vk:","0.58","807360.0","4000.0","0.7"
"1208","LP  829-41","34.08927718934","-22.01352513012","62.93","48.3169","32.6998","-23.5878","M5.5Ve","0.3","417600.0","3000.0","0.3"
"1209","LP  694-16","300.99544141294","-8.12985896910333","62.94","32.0865","-53.4105","-8.9008","M4V","0.34","473280.0","3000.0","0.3"
"1210","HD  21209","50.8215694099246","-49.9919203933092","62.95","25.5666","31.3718","-48.2168","K3.5V","0.78","1085760.0","4000.0","0.7"
"1211","HD 148653A","247.219421245456","18.4140555887433","62.96","-23.1301","-55.0766","19.8879","K3V","0.78","1085760.0","4000.0","0.7"
"1212","V* MV UMa","174.748820274002","42.3288030170472","62.96","-46.3505","4.26","42.3963","K5V","0.7","974400.0","4000.0","0.7"
"1213","WISE J214706.78-102924.0","326.777979333333","-10.4896399166667","62.97","51.7974","-33.9237","-11.4642","T7.5","","","",""
"1214","HD 194640","306.934346063224","-30.8678455621019","62.97","32.4789","-43.2039","-32.3074","G8V","0.94","1308480.0","5500.0","1.0"
"1215","G 242-60","8.65695778276208","71.1950156366705","62.97","20.067","3.0553","59.6087","M3.5V","0.38","528960.0","3000.0","0.3"
"1216","HD 148653B","247.219920640755","18.4137336557305","62.98","-23.137","-55.0944","19.8939","K3V","0.78","1085760.0","4000.0","0.7"
"1217","StKM 1-852","156.08413179529","11.95573212557","62.98","-56.3238","24.9779","13.0467","M2.5V","0.42","584640.0","3000.0","0.3"
"1218","G 189-38","342.657094861025","34.8560501104358","63.0","49.3469","-15.4104","36.0055","M2+V","0.42","584640.0","3000.0","0.3"
"1219","G 168-24","240.431497700356","30.1807362763375","63.0","-26.874","-47.3674","31.6719","M3.0V","0.38","528960.0","3000.0","0.3"
"1220","HD 130307","221.81708849609","2.70322531291","63.01","-46.9077","-41.9655","2.9717","K1V","0.86","1197120.0","4000.0","0.7"
"1221","G 247-23","68.3265655232104","68.7825758981128","63.02","8.4232","21.195","58.7481","dM5.5","","","",""
"1222","2MASSI J1424187-351432","216.07793143041","-35.24242375502","63.04","-41.6118","-30.3193","-36.3764","M6.5","0.26","361920.0","3000.0","0.3"
"1223","G 115-68","139.82892820821","38.52108409352","63.04","-37.6874","31.8157","39.2615","M5V","0.3","417600.0","3000.0","0.3"
"1224","G 247-22","68.3225792152654","68.7817215910825","63.04","8.4276","21.202","58.7664","M5.0","0.3","417600.0","3000.0","0.3"
"1225","G 115-69","139.829301294","38.52315078932","63.05","-37.6925","31.8196","39.2695","M5V","0.3","417600.0","3000.0","0.3"
"1226","RX J0710.5-0842","107.63107817863","-8.71340299172","63.06","-18.8796","59.4042","-9.5531","M3.5V","0.38","528960.0","3000.0","0.3"
"1227","WISE J014656.66+423410.0","26.737963875","42.5695395277778","63.09","41.4949","20.9042","42.6794","Y+T","","","",""
"1228","WISE J223204.50-573010.5","338.016433708333","-57.5026117222222","63.09","31.4313","-12.6886","-53.2111","T9","","","",""
"1229","LP  793-34","176.39749181344","-20.351362297","63.1","-59.0442","3.7173","-21.9447","M5e","0.3","417600.0","3000.0","0.3"
"1230","LP  777-1","76.4685829382004","-17.3787451928536","63.11","14.0923","58.5573","-18.8501","DAH9","","","",""
"1231","2MASS J02132880+4444453","33.36997180345","44.74589378892","63.11","37.4333","24.6546","44.4272","L1.5","","","",""
"1232","LP  604-16","122.70020925084","1.15325282657","63.12","-34.0933","53.1053","1.2704","M5V","0.3","417600.0","3000.0","0.3"
"1233","* 110 Her","281.415523663686","20.5463091906289","63.12","11.6982","-57.9356","22.1529","F5.5IV-V","1.35","1879200.0","6500.0","1.3"
"1234","LP  787-32","140.693005968297","-15.7899847468514","63.13","-47.0044","38.4822","-17.1784","M5.5Ve","0.3","417600.0","3000.0","0.3"
"1235","SCR J0818-3110","124.667753196637","-31.1723131130997","63.15","-30.7343","44.4394","-32.6873","DZ","","","",""
"1236","L  313-6","119.224749479789","-45.6372398308719","63.15","-21.5578","38.534","-45.1477","M2.5V","0.42","584640.0","3000.0","0.3"
"1237","G 150-7","202.96076411408","23.38899430837","63.15","-53.3689","-22.6106","25.0688","M2.5V","0.42","584640.0","3000.0","0.3"
"1238","UPM J1358+2752","209.71756008204","27.87062277135","63.16","-48.4905","-27.6782","29.5258","M2","0.42","584640.0","3000.0","0.3"
"1239","LP  756-3","311.681858956801","-11.8037094927589","63.17","41.1194","-46.1808","-12.922","M4.0V","0.34","473280.0","3000.0","0.3"
"1240","HD  43587","94.31720709652","5.09997354043","63.19","-4.738","62.7613","5.6172","G0V","1.1","1531200.0","5500.0","1.0"
"1241","HD  15468","37.2571968141612","-19.9791811189039","63.2","47.2752","35.9582","-21.5941","K4.5Vk","0.74","1030080.0","4000.0","0.7"
"1242","G 108-52","106.301276210345","8.43121205026528","63.2","-17.5478","60.0037","9.2665","M2.0V","0.42","584640.0","3000.0","0.3"
"1243","LP  733-71","176.678804632848","-14.014384881015","63.24","-61.2546","3.5547","-15.3145","M3V","0.38","528960.0","3000.0","0.3"
"1244","LP  737-51","200.47536679073","-14.40269968853","63.24","-57.3827","-21.4264","-15.73","M4.0","0.34","473280.0","3000.0","0.3"
"1245","L  290-28","5.40525897565166","-46.0926091126369","63.25","43.6685","4.1319","-45.5692","M3Ve","0.38","528960.0","3000.0","0.3"
"1246","LSPM J0738+2400","114.62290853287","24.00240404933","63.26","-24.0778","52.535","25.7326","M2.7V","0.42","584640.0","3000.0","0.3"
"1247","* alf Hyi","29.6922440975883","-61.5698221531975","63.26","26.1628","14.9183","-55.6307","F0IV","1.5","2088000.0","6500.0","1.3"
"1248","EGGR 252","150.455681429116","14.6899405100114","63.29","-53.2609","30.188","16.0496","DC7","","","",""
"1249","LP  930-70","329.709135742576","-32.4716284225525","63.29","46.1054","-26.9319","-33.9793","M3.5V","0.38","528960.0","3000.0","0.3"
"1250","L  555-14","248.918361925995","-30.8556127039281","63.31","-19.5493","-50.7116","-32.4702","M3V","0.38","528960.0","3000.0","0.3"
"1251","* nu. Oct","325.368925147972","-77.39000876162","63.31","11.3727","-7.8546","-61.7829","K1III","0.86","1197120.0","4000.0","0.7"
"1252","*  53 Aqr","336.642917130424","-16.7415888760894","63.32","55.6671","-24.0398","-18.2397","G2V+G3V","1.06","1475520.0","5500.0","1.0"
"1253","Ross  948B","187.22063044627","-10.66411555972","63.33","-61.7427","-7.8225","-11.7193","M2V","0.42","584640.0","3000.0","0.3"
"1254","2MASS J17551062+1803203","268.794252","18.055641","63.33","-1.267","-60.198","19.6285","T2","","","",""
"1255","2MASS J17395323+5532417","264.97188755998","55.5449310599639","63.33","-3.1403","-35.6917","52.22","M8.0","0.18","250560.0","3000.0","0.3"
"1256","CD-33  4354","119.452162778368","-33.952010997632","63.33","-25.8301","45.7436","-35.3697","K4.5Vk:","0.74","1030080.0","4000.0","0.7"
"1257","LP  521-18","342.093833583186","12.5362279507244","63.34","58.8349","-19.0102","13.7484","M5.5Ve","0.3","417600.0","3000.0","0.3"
"1258","LP  428-20","144.87476530006","14.64715001946","63.34","-50.1219","35.2593","16.0165","M3.5V","0.38","528960.0","3000.0","0.3"
"1259","G 134-1","31.7382747277215","45.1844948569842","63.37","37.9857","23.4955","44.9534","M0V","0.5","696000.0","3000.0","0.3"
"1260","BD+46  1951","214.35159058221","45.44447613482","63.38","-36.7119","-25.0916","45.1627","M0Vp","0.5","696000.0","3000.0","0.3"
"1261","LP  550-135","158.137387598091","6.50210901851278","63.39","-58.4525","23.4535","7.1783","M6V","0.26","361920.0","3000.0","0.3"
"1262","Ross  948A","187.22148126721","-10.66351217478","63.4","-61.8109","-7.8321","-11.7316","M2V","0.42","584640.0","3000.0","0.3"
"1263","G 248-19","65.4900432701317","75.1411896666514","63.44","6.749","14.8025","61.3186","M3.0V","0.38","528960.0","3000.0","0.3"
"1264","* rho Pup","121.886036764583","-24.3043244294444","63.46","-30.5506","49.1083","-26.1191","F5IIkF2IImF5II","1.35","1879200.0","6500.0","1.3"
"1265","L  714-88","324.753867039566","-24.1580229192394","63.46","47.2876","-33.4148","-25.9713","M4V","0.34","473280.0","3000.0","0.3"
"1266","HD 200560","315.6698062133","45.8847694422467","63.46","31.5993","-30.869","45.5606","K2.5V","0.82","1141440.0","4000.0","0.7"
"1267","CD-35   818","35.60669148515","-34.55506822915","63.46","42.4927","30.4293","-35.9944","M1","0.46","640320.0","3000.0","0.3"
"1268","G  74-34A","39.1988185602475","32.0721831433072","63.48","41.6863","33.9971","33.7071","M3.5V","0.38","528960.0","3000.0","0.3"
"1269","* omi Aql B","297.75283534004","10.41107026103","63.49","29.0779","-55.2614","11.4732","M3.5V","0.38","528960.0","3000.0","0.3"
"1270","LP   99-392","233.85701119897","60.08543715785","63.52","-18.6837","-25.5814","55.0572","M4.1","0.34","473280.0","3000.0","0.3"
"1271","LP  157-25","71.5771067743008","48.7477192228436","63.53","13.2385","39.7433","47.7627","M6V","0.26","361920.0","3000.0","0.3"
"1272","LP  495-189","188.82196390508","13.30166708178","63.53","-61.0942","-9.4819","14.6169","M5-7+M6-7","0.3","417600.0","3000.0","0.3"
"1273","L  288-117","356.633554639439","-50.7242904954881","63.53","40.1484","-2.3617","-49.1791","M4V","0.34","473280.0","3000.0","0.3"
"1274","HD  36435","81.91396727198","-60.41599616556","63.53","4.4118","31.0529","-55.2478","G5V","1.0","1392000.0","5500.0","1.0"
