id,main_id,ra,dec,distance_ly,x,y,z,spectral_type,diameter_solar,diameter_km,temperature,mass,luminosity,r,g,b
179,LP  638-50,327.86260352868,-1.4539742643,65.18,55.179,-34.664,-1.654,M5.5Ve,1.011,1407929.0,2540.0,0.426,0.05065,255,160,73
180,* zet Vir,203.67329732802997,-0.59581641612,74.56,-68.279,-29.934,-0.775,A2Van,3.406,4741154.0,8760.0,1.945,10.26987,212,224,255
181,LSPM J0510+2552,77.61139309005834,25.880034764132507,71.31,13.765,62.667,31.127,M4,1.482,2062406.0,2720.0,0.687,0.26913,255,167,89
182,PM J19117+0500,287.94909704993,5.01003256269,90.09,27.658,-85.382,7.868,M1.0V,1.365,1900168.0,3080.0,0.62,0.18806,255,179,115
183,BD+25    84,9.24125469367,26.181846200649996,74.78,66.24,10.777,32.996,K5V,0.948,1320032.0,3900.0,0.393,0.03821,255,203,161
184,* alf CMi,114.82549790798149,5.224987557059477,11.46,-4.792,10.359,1.044,F5IV-V+DQZ,2.134,2970785.0,6400.0,1.085,1.32857,255,252,247
185,HD 122303,210.26328429860123,-2.6548666151838884,33.99,-29.326,-17.112,-1.574,M0V,1.217,1694187.0,3200.0,0.537,0.11384,255,183,123
186,V* TW PsA,344.1002189853825,-31.565564051324166,24.79,20.317,-5.787,-12.979,K4Ve,1.153,1605190.0,4020.0,0.502,0.0899,255,206,166
187,V* VV Lyn,112.99048860465079,36.21938713136544,38.71,-12.197,28.748,22.872,M2.5V,0.975,1357090.0,2900.0,0.407,0.04313,255,173,102
188,HD  78746,137.00887293438,-49.44950511357,98.52,-46.851,43.676,-74.861,K2.5V,0.794,1105271.0,4200.0,0.315,0.01757,255,210,175
189,BD+06  4156,292.2714527752046,7.1599643458983335,86.22,32.423,-79.168,10.747,K5V,1.003,1396419.0,3900.0,0.422,0.04887,255,203,161
190,SCR J1931-0306,292.7691572573966,-3.1050312045502775,59.84,23.124,-55.093,-3.241,M5.0,1.228,1709676.0,2600.0,0.544,0.11846,255,162,79
191,G 275-2,346.81354506446,-23.13161600382,71.97,64.435,-15.097,-28.271,M3V,0.78,1086328.0,2840.0,0.308,0.01629,255,171,98
192,BD+66    34B,8.1232777146475,67.23438841151028,32.49,12.445,1.776,29.956,M3V,1.123,1562995.0,2840.0,0.486,0.08001,255,171,98
193,HD 198550,312.54399275919,29.38409585402,65.77,38.747,-42.22,32.269,K5V,1.43,1990078.0,3900.0,0.657,0.23021,255,203,161
194,* n Pup A,113.57757357237,-23.473664656360004,99.6,-36.542,83.732,-39.674,F5V,2.131,2965800.0,6400.0,1.082,1.31884,255,252,247
195,* alf Men,92.56030242653,-74.75304398106,33.31,-0.391,8.751,-32.138,G7V,1.113,1549235.0,4960.0,0.481,0.07697,255,227,204
196,* alf Cir,220.62675271705453,-64.97513301263639,53.47,-17.168,-14.729,-48.455,A7VpSrCrEu,3.5,4872247.0,8160.0,2.013,11.57145,219,228,255
197,G  68-13,350.8529766584821,15.571296230050832,69.65,66.245,-10.666,18.698,M0V,0.651,906621.0,3200.0,0.246,0.00738,255,183,123
198,PM J18252+1839,276.32491182839,18.65252950847,69.03,7.205,-65.002,22.076,M3.5V,1.339,1863269.0,2780.0,0.605,0.17259,255,169,93
199,CD-40  9712,233.05388462875788,-41.27559178719,19.3,-8.718,-11.592,-12.732,M2.5V,0.986,1372969.0,2900.0,0.413,0.04538,255,173,102
200,Wolf   47,15.832645862740831,62.365510341287774,32.17,14.357,4.072,28.504,M5V,0.799,1112201.0,2600.0,0.318,0.01806,255,162,79
201,LP  500-35,217.01731489930663,13.93703584195722,43.15,-33.439,-25.214,10.393,M7V,0.904,1258488.0,2360.0,0.371,0.031,255,153,56
202,HD 182488,290.8917215349,33.22196622942,50.91,15.186,-39.786,27.891,K0V,1.484,2065239.0,4500.0,0.688,0.27075,255,217,187
203,HD  70642,125.36723686924122,-39.70541230653528,95.51,-42.533,59.922,-61.018,G6VCN+0.5,1.637,2278157.0,5080.0,0.778,0.41591,255,229,208
204,LP  833-49,62.67233996819084,-26.29469693074973,90.21,37.129,71.851,-39.963,M3.5Ve,1.108,1541941.0,2780.0,0.478,0.0754,255,169,93
205,* mu.01 Cyg,326.0357430466654,28.74262986181361,72.23,52.525,-35.381,34.733,F7V,1.851,2575985.0,6160.0,0.907,0.71195,255,248,241
206,Wolf 1561 B,334.3279097421108,-8.80536932045028,36.35,32.373,-15.561,-5.564,M5V,0.859,1195755.0,2600.0,0.348,0.02479,255,162,79
207,G 203-63,260.1929449355421,49.255613655569164,58.56,-6.511,-37.665,44.37,M4V,1.282,1784024.0,2720.0,0.573,0.14271,255,167,89
208,LP  848-50,160.6723403569104,-24.2678059644564,33.92,-29.182,10.235,-13.942,M6.5V,1.442,2007854.0,2420.0,0.665,0.23935,255,155,62
209,CD-25 15988,338.50198514172666,-25.24241901495278,52.54,44.217,-17.416,-22.406,M2+Vk,1.375,1913518.0,2960.0,0.626,0.19391,255,175,107
210,HD 155876,258.03296559345796,45.66589324737053,19.5,-2.825,-13.329,13.946,M3V,0.604,840507.0,2840.0,0.224,0.0053,255,171,98
211,CD-44   170,9.995098260751668,-44.253215886135,77.05,54.349,9.578,-53.767,M4V,1.456,2027207.0,2720.0,0.673,0.2496,255,167,89
212,*  36 Dor,88.52522743824083,-63.08978028735111,89.12,1.038,40.322,-79.469,K2III-IV,1.293,1800450.0,4260.0,0.58,0.14855,255,212,177
213,UCAC3 152-281185,281.2541028404099,-14.15157514824,59.17,11.197,-56.268,-14.466,M5,1.347,1875321.0,2600.0,0.61,0.17753,255,162,79
214,HD  32450A,75.61862685681001,-21.256681956145552,27.28,6.314,24.625,-9.889,K7,0.569,791707.0,3660.0,0.208,0.00408,255,196,149
215,SCR J1630-3633,247.61381239999997,-36.565508699999995,49.68,-15.197,-36.896,-29.597,M5.5,1.023,1423986.0,2540.0,0.433,0.05323,255,160,73
216,V* KZ And,347.48901723295,47.95834585104001,99.27,64.902,-14.401,73.726,K2-Ve,0.575,801075.0,4260.0,0.211,0.0043,255,212,177
217,SDSS J091441.22+180944.6,138.67197273438,18.162394396659998,79.76,-56.912,50.047,24.862,M5,0.828,1152765.0,2600.0,0.332,0.02112,255,162,79
218,* alf CMa,101.28715533333335,-16.71611586111111,8.6,-1.612,8.078,-2.474,A0mA1Va,3.886,5409103.0,9000.0,2.294,18.2808,209,222,255
219,* alf Cir B,220.61934162727957,-64.97811579948444,53.62,-17.216,-14.766,-48.592,K5V,0.602,837510.0,3900.0,0.223,0.00522,255,203,161
220,SCR J2009-0113,302.32603214117245,-1.2273091152808335,35.2,18.82,-29.74,-0.754,M5.0V,1.316,1832549.0,2600.0,0.593,0.16049,255,162,79
221,* ksi UMa B,169.54515004808545,31.529117136365,28.49,-23.88,4.406,14.898,G2V,1.758,2447379.0,5560.0,0.851,0.56904,255,238,224
222,TVLM 513-46,225.28411026652,22.833927185849998,35.01,-22.702,-22.928,13.586,M8.5V,0.66,919225.0,2180.0,0.25,0.00784,255,145,36
223,G 239-19,217.86668642667996,72.75568328686,82.14,-19.224,-14.947,78.45,M2.5,0.583,811013.0,2900.0,0.214,0.00453,255,173,102
224,HD     55,1.3237024640216668,-67.83258982093555,53.46,20.167,0.466,-49.512,K4.5V,1.479,2059298.0,3960.0,0.686,0.26736,255,204,164
225,G 238-55,208.21052701755664,66.81833632460277,53.06,-18.405,-9.873,48.774,M5V,1.069,1487933.0,2600.0,0.457,0.06451,255,162,79
226,* sig02 UMa,137.59810822843832,67.13401783939729,66.47,-19.072,17.417,61.245,F7V,2.183,3039188.0,6160.0,1.116,1.4677,255,248,241
227,L  491-42,288.2831900881571,-39.03164531564278,69.49,16.934,-51.255,-43.761,M2V,1.209,1682605.0,2960.0,0.533,0.11047,255,175,107
228,G  88-19,109.37472363484001,19.57129245684389,68.33,-21.359,60.738,22.89,M2.5V,0.975,1357495.0,2900.0,0.407,0.04318,255,173,102
229,CD-29  8019,150.2947553508525,-30.390147621930556,52.61,-39.415,22.487,-26.613,M3V,0.955,1329613.0,2840.0,0.397,0.03943,255,171,98
230,* del Pav,302.1817036316884,-66.18206743589695,19.89,4.279,-6.799,-18.199,G8IV,1.142,1589708.0,4840.0,0.496,0.08617,255,224,200
231,BD+39  1860,107.0389778838831,38.8914743822121,84.44,-19.258,62.838,53.016,A2,2.717,3781665.0,8760.0,1.466,3.81887,212,224,255
232,HD 207129,327.06562984757784,-47.30361608148555,50.75,28.882,-18.709,-37.297,G2V,1.679,2337683.0,5560.0,0.804,0.4656,255,238,224
233,*  10 UMa,135.1603059044704,41.783024559070554,61.12,-32.318,32.138,40.727,F3V+G5V,1.848,2572952.0,6640.0,0.906,0.70829,255,250,255
234,* bet Hyi,6.4377931550222804,-77.25424611998604,24.33,5.333,0.602,-23.728,G0V,1.564,2176520.0,5800.0,0.735,0.34063,255,242,231
235,HD 217987,346.4668157737879,-35.85307088473306,10.72,8.451,-2.034,-6.281,M2V,1.023,1423742.0,2960.0,0.432,0.05319,255,175,107
236,HD 122742,210.88475380256915,10.78676163565139,49.31,-41.569,-24.863,9.228,G6V,1.807,2514696.0,5080.0,0.881,0.64076,255,229,208
237,LSPM J0554+1055,88.69055596571,10.932504967220002,80.46,1.805,78.98,15.26,M2.1V,0.667,928821.0,2948.0,0.254,0.00821,255,175,106
238,BD+44  2051B,166.37868992532916,43.521634777107494,16.0,-11.276,2.733,11.019,M6.0V,1.229,1710586.0,2480.0,0.544,0.11874,255,158,68
239,* pi.01 UMi A,232.29660039713002,80.44860202593,71.15,-7.22,-9.34,70.161,G1.5V(n),1.806,2514538.0,5620.0,0.881,0.64059,255,239,225
240,2MASS J19395199-5750339,294.96669285401,-57.84273190046,69.55,15.624,-33.557,-58.879,M6.5V,1.128,1570738.0,2420.0,0.489,0.08176,255,155,62
241,G 152-65,238.96736450851043,-11.905478949406113,74.35,-37.505,-62.338,-15.338,M3.0V,0.841,1171233.0,2840.0,0.339,0.02264,255,171,98
242,HD  28255,66.05086102961761,-57.07134060373465,90.35,19.936,44.885,-75.834,G1V+G6V,1.765,2457224.0,5680.0,0.855,0.57912,255,240,227
243,L  266-166,248.72991709901626,-53.57731661037917,54.48,-11.734,-30.144,-43.838,K7V,0.765,1065111.0,3660.0,0.301,0.01494,255,196,149
244,BD+44  1710,121.09472386783999,43.96168287633999,87.07,-32.368,53.667,60.441,M0V,0.997,1388418.0,3200.0,0.419,0.04765,255,183,123
245,BD+01  2063,124.82938065640998,1.3388628493399999,73.01,-41.685,59.911,1.706,K1V,1.422,1978878.0,4380.0,0.653,0.2246,255,214,182
246,V* V374 Peg,330.3046841623079,28.306918697961663,29.69,22.707,-12.949,14.079,M3.5Ve,0.678,944397.0,2780.0,0.259,0.00883,255,169,93
247,CD-33 10873,240.48579029999996,-33.9518681,46.79,-19.123,-33.78,-26.135,M3.5,1.003,1395770.0,2780.0,0.422,0.04877,255,169,93
248,LP  861-22,241.62277539327124,-24.123520643603612,55.76,-24.185,-44.772,-22.788,M4.5,1.201,1672001.0,2660.0,0.529,0.10746,255,165,84
249,LP  938-71,15.712713605335837,-37.628823617782224,36.94,28.164,7.923,-22.554,M8.0V,0.778,1083155.0,2240.0,0.307,0.01608,255,148,43
250,* del UMa,183.85649936126705,57.03261697773611,80.88,-43.911,-2.96,67.854,A2Vn,2.623,3650528.0,8760.0,1.403,3.27249,212,224,255
251,LP   88-196,113.00726361863458,57.9288507539525,78.8,-16.353,38.511,66.773,M6V,0.788,1097006.0,2480.0,0.312,0.017,255,158,68
252,G  77-64,53.66513869048333,-4.8425873131938895,86.24,50.915,69.225,-7.28,M3.5V,0.927,1290993.0,2780.0,0.383,0.03466,255,169,93
253,HD 189806,300.18996445915,32.95002568405,95.23,40.183,-69.069,51.794,K0V,1.279,1780851.0,4500.0,0.572,0.1416,255,217,187
254,HD  96064,166.1728013475646,-4.2210889898927775,85.8,-83.088,20.45,-6.315,G8V,1.262,1757093.0,4840.0,0.563,0.13352,255,224,200
255,LP  368-128,135.09810882668793,21.834694814169445,20.74,-13.636,13.589,7.713,M6.5Ve,0.754,1049780.0,2420.0,0.295,0.01402,255,155,62
256,HD     38A,1.4209253321670836,45.812097429635834,37.58,26.183,0.649,26.944,K6V,1.467,2041920.0,3780.0,0.679,0.25763,255,200,155
257,BR B1222-1221,186.21744212980124,-12.643251357274163,56.26,-54.575,-5.946,-12.315,M8e,1.321,1838961.0,2240.0,0.595,0.16296,255,148,43
258,G  77-48,50.51708410999085,2.942980406713612,53.16,33.754,40.972,2.729,M4.5V,1.151,1602856.0,2660.0,0.502,0.08933,255,165,84
259,LSR J0539+4038,84.85335211981042,40.64523209132416,37.07,2.523,28.017,24.149,M8.0Ve,1.386,1929063.0,2240.0,0.632,0.20089,255,148,43
260,HD  64606,118.64245009211,-1.41230568631,64.31,-30.819,56.426,-1.585,K0V,0.949,1320591.0,4500.0,0.394,0.03828,255,217,187
261,WT 792,323.592905715312,-43.26962232656361,55.26,32.385,-23.882,-37.878,M5/5.5,1.135,1580108.0,2600.0,0.493,0.08391,255,162,79
262,PM J13335+7029,203.3903861535,70.49477677079,66.59,-20.407,-8.827,62.771,M3.5V,1.474,2052113.0,2780.0,0.683,0.2633,255,169,93
263,* ups And B,24.210019854752918,41.39225634690833,43.97,30.084,13.526,29.072,M4.5V,1.052,1464733.0,2660.0,0.448,0.06022,255,165,84
264,2MASS J15394442+7437273,234.93512411257,74.62430092366,84.01,-12.797,-18.232,81.002,M9,0.774,1077972.0,2120.0,0.305,0.01575,255,142,29
265,HD  32450,75.61862897601584,-21.256678555245557,27.33,6.326,24.673,-9.909,K7V,0.925,1287464.0,3660.0,0.381,0.03425,255,196,149
266,G 193-27,105.98220640367207,52.70182443892555,29.43,-4.91,17.144,23.411,M5.0V,1.256,1747755.0,2600.0,0.559,0.13044,255,162,79
267,HD 331161,296.59969776112246,32.01706640234842,44.4,16.856,-33.661,23.539,M0.5V+M2.5V,1.446,2012547.0,3140.0,0.667,0.2418,255,181,119
268,2MASS J07081519-3818111,107.06330839864,-38.30302386625999,92.52,-21.305,69.411,-57.348,M5.5,0.825,1148284.0,2540.0,0.331,0.02076,255,160,73
269,HD 114837,198.56310307495997,-59.10323722999001,59.49,-28.959,-9.725,-51.049,F6VFe-0.4,2.278,3171006.0,6280.0,1.177,1.7673,255,250,244
270,G 195-22,139.4416190365658,58.42262354423528,50.77,-20.2,17.288,43.256,M5V,0.737,1026142.0,2600.0,0.287,0.01269,255,162,79
271,* p Eri B,24.948186303551665,-56.196448108297496,26.73,13.485,6.273,-22.214,K2V,1.079,1501364.0,4260.0,0.462,0.0671,255,212,177
272,G 269-153B,21.11568498948,-33.91887795543,81.95,63.442,24.5,-45.732,M4.3V,0.878,1222410.0,2684.0,0.357,0.0273,255,166,86
273,LP  331-57 B,255.97053231421,32.19589355128,59.77,-12.261,-49.07,31.846,M4.0,1.22,1698124.0,2720.0,0.539,0.115,255,167,89
274,LP  430-46,159.03631602203126,19.39184747696361,56.18,-49.482,18.958,18.652,M6.5Ve,0.56,779833.0,2420.0,0.204,0.00382,255,155,62
275,BD-03  5691,355.54434513155127,-2.5767153841877772,80.94,80.613,-6.282,-3.639,K7V,0.823,1145035.0,3660.0,0.329,0.02051,255,196,149
276,LP  222-65,229.16964622231998,39.180110720369996,57.54,-29.163,-33.75,36.353,M7V,0.603,839263.0,2360.0,0.223,0.00527,255,153,56
277,* gam Pav,321.61085409436373,-65.3661980715336,30.2,9.866,-7.816,-27.449,F9VFe-1.4CH-0.7,1.598,2223981.0,5920.0,0.755,0.37434,255,244,234
278,Ross  690,185.75066811491413,64.0308236608686,59.9,-26.099,-2.628,53.855,M3V,0.928,1291373.0,2840.0,0.383,0.03471,255,171,98
279,BD-05  1737,100.05827196933791,-5.873160468801945,38.46,-6.682,37.674,-3.936,M2,1.323,1841363.0,2960.0,0.596,0.16389,255,175,107
280,HD   7693A,18.754270120472494,-68.8189929123347,68.76,23.524,7.987,-64.113,K2V,0.955,1329521.0,4260.0,0.397,0.03942,255,212,177
281,* bet Com,197.96830761169252,27.878183974850003,30.0,-25.224,-8.18,14.027,F9.5V,1.603,2231223.0,5860.0,0.758,0.37971,255,243,232
282,* ksi Boo,222.8474163722046,19.100472048411426,21.89,-15.167,-14.069,7.164,G7Ve+K5Ve,0.827,1151677.0,4960.0,0.332,0.02103,255,227,204
283,LP  292-67,5.122534422269582,33.085118848376105,39.98,33.367,2.991,21.827,M5.5V,1.209,1682794.0,2540.0,0.533,0.11052,255,160,73
284,LP  323-239,205.2977501948229,30.023946395883613,79.93,-62.568,-29.573,39.994,M4.5V,0.996,1386785.0,2660.0,0.418,0.04741,255,165,84
285,HD 125455,214.89526362406954,-5.151191700953611,66.7,-54.484,-38.002,-5.988,K1V,0.807,1123923.0,4380.0,0.322,0.0189,255,214,182
286,HD 134060,227.68642922756996,-61.42232241166,78.37,-25.236,-27.72,-68.819,G0VFe+0.4,1.576,2193611.0,5800.0,0.742,0.35249,255,242,231
287,HD 189567,301.3865228703487,-67.32089614565388,58.49,11.745,-19.251,-53.966,G2V,1.661,2312804.0,5560.0,0.793,0.4443,255,238,224
288,LP  462-52,352.72375077509,15.79460226634,74.13,70.754,-9.034,20.177,M1V,1.437,2000710.0,3080.0,0.662,0.23564,255,179,115
289,V* KU Lib,220.12960970803,-16.20929238842,77.4,-56.829,-47.905,-21.607,G8Vk:,1.037,1443282.0,4840.0,0.44,0.05646,255,224,200
290,LP  335-13,279.88378789242,30.16521522997,83.12,12.336,-70.799,41.768,M0V,1.219,1696556.0,3200.0,0.538,0.11453,255,183,123
291,L  239-39,108.22523220388875,-52.33489571306695,60.2,-11.505,34.942,-47.657,M3e,0.777,1081476.0,2840.0,0.307,0.01597,255,171,98
292,LP  405-5,5.318924828484167,18.7321748054225,79.58,75.038,6.986,25.556,M5e,1.424,1982595.0,2600.0,0.654,0.22645,255,162,79
293,HD  10307,25.446361892124575,42.61339487994944,47.95,31.863,15.161,32.463,G1V,1.737,2417969.0,5680.0,0.838,0.53972,255,240,227
294,HD  13445,32.60799237512625,-50.82374032811334,35.1,18.678,11.948,-27.209,K1.5V,1.135,1580207.0,4320.0,0.493,0.08394,255,213,180
295,LP  412-31,50.248797820583334,18.906325208505834,47.78,28.902,34.749,15.48,M8V,1.191,1657411.0,2240.0,0.523,0.10341,255,148,43
296,HD 175224B,284.3770480442187,-55.99111862314027,40.26,5.591,-21.811,-33.371,K7Ve,1.217,1694474.0,3660.0,0.538,0.11392,255,196,149
297,V* TZ Ari,30.053984665969573,13.051944602566945,14.58,12.292,7.112,3.292,M4.5V,0.802,1116072.0,2660.0,0.319,0.01833,255,165,84
298,V* V376 Gem,112.25737012796002,31.993842809110003,59.1,-18.986,46.39,31.314,K2.5V,1.503,2092673.0,4200.0,0.7,0.28684,255,210,175
299,CD-44  3045A,104.44427172710292,-44.291178357890836,26.18,-4.675,18.149,-18.284,M3V,1.381,1922929.0,2840.0,0.63,0.19811,255,171,98
300,HD  87547,151.77245687715,52.15509722545,99.95,-54.029,29.004,78.928,K3:V,1.069,1488426.0,4140.0,0.457,0.0646,255,209,172
301,Wolf  920,321.82023726611664,-6.8442719011941655,54.7,42.689,-33.568,-6.518,M0V,1.125,1566151.0,3200.0,0.487,0.08072,255,183,123
302,BD+00  5017,353.7511530990025,1.6053985309702778,68.0,67.57,-7.399,1.905,K7V,0.926,1288663.0,3660.0,0.382,0.03439,255,196,149
303,NAME Proxima Centauri,217.42894222160578,-62.67949018907555,4.25,-1.548,-1.185,-3.773,M5.5Ve,1.085,1510085.0,2540.0,0.465,0.06882,255,160,73
304,HD 216054,342.5438630106566,-41.49010535340833,92.9,66.382,-20.874,-61.543,G9V,0.584,812265.0,4720.0,0.214,0.00457,255,222,195
305,HD 156384,259.7381867998679,-34.98976154533223,22.3,-3.254,-17.973,-12.785,K3V+K5V,1.461,2034103.0,4140.0,0.676,0.25334,255,209,172
306,LP  771-11,41.53589058214374,-14.702709660024441,98.59,71.381,63.233,-25.022,M3/5,1.178,1639130.0,2840.0,0.516,0.09852,255,171,98
307,BD+14   251,24.983826149100004,15.259295903380002,79.34,69.383,32.33,20.882,K4.5V,0.787,1095792.0,3960.0,0.312,0.01692,255,204,164
308,BD-12   525,42.02721420773,-11.76316231835,92.87,67.536,60.868,-18.933,M1V,1.497,2083500.0,3080.0,0.696,0.28138,255,179,115
309,HD  30562,72.15160452141166,-5.674043816050556,85.27,26.008,80.77,-8.431,G2IV,1.644,2289033.0,5560.0,0.783,0.42467,255,238,224
310,G 262-23,310.11198424944166,65.00747404162,83.19,22.646,-26.882,75.405,M5V,0.751,1045819.0,2600.0,0.294,0.01379,255,162,79
311,HD  88742,153.35303790363417,-33.031720785966385,73.16,-54.824,27.51,-39.882,G0V,1.563,2175001.0,5800.0,0.734,0.33959,255,242,231
312,CD-27 14169,294.9007098324442,-26.75196462956889,70.3,26.431,-56.938,-31.643,M1V,0.567,789825.0,3080.0,0.207,0.00404,255,179,115
313,LSPM J0716+3315,109.05032638459,33.25433360369999,93.57,-25.539,73.961,51.309,M0.5V,1.419,1975150.0,3140.0,0.651,0.22275,255,181,119
314,CD-28   302,14.61639946466208,-27.85705381902861,38.38,32.835,8.563,-17.934,M3V,1.329,1850066.0,2840.0,0.6,0.16731,255,171,98
315,HD   1326,4.5953540832,44.02295498655222,11.62,8.328,0.669,8.075,M2V,0.764,1063058.0,2960.0,0.3,0.01482,255,175,107
316,* m Hya A,221.5003404565,-25.443177628439997,99.91,-67.57,-59.781,-42.922,F0VSr,1.908,2656200.0,7000.0,0.943,0.81417,242,242,255
317,LSR J0419+4233,64.96721189013583,42.55844981510972,33.47,10.432,22.338,22.637,M8/9V,0.667,928849.0,2240.0,0.254,0.00821,255,148,43
318,Wolf  922,322.8273709538331,-9.7906895203813,24.33,19.1,-14.484,-4.136,M4.5V,0.756,1053006.0,2660.0,0.297,0.01421,255,165,84
319,BD+12  4499,313.77857707102083,13.17682296332639,76.98,51.86,-54.12,17.549,K4V,0.707,984808.0,4020.0,0.273,0.0106,255,206,166
320,LP  587-70,22.67965640628,2.61030098832,88.79,81.841,34.201,4.044,M6V,1.071,1490954.0,2480.0,0.458,0.06508,255,158,68
321,HD 173740,280.6953944644875,59.6268669892814,11.49,1.078,-5.709,9.914,M3.5V,1.47,2045744.0,2780.0,0.68,0.25974,255,169,93
322,HD 124292,213.18849303200122,-3.3200842733775,71.07,-59.373,-38.836,-4.116,G8/K0V,1.128,1569936.0,4840.0,0.489,0.08157,255,224,200
323,SIPS J2151-4017,327.8807684574621,-40.28976752184194,57.9,37.408,-23.484,-37.444,M7.5V,1.061,1477334.0,2300.0,0.453,0.06252,255,150,50
324,BD+19  5116B,352.9690639074758,19.93722361842083,20.4,19.03,-2.347,6.955,M4.0Ve,1.341,1867072.0,2720.0,0.607,0.17414,255,167,89
325,SCR J1546-5534,236.6737137970979,-55.579857349804165,27.39,-8.505,-12.935,-22.591,M7.5,1.109,1544220.0,2300.0,0.479,0.07589,255,150,50
326,HD 131976,224.3605554166666,-21.411549388888883,19.33,-12.863,-12.579,-7.055,M1.5V,0.661,920106.0,3020.0,0.251,0.00788,255,177,111
327,BD+00   444,40.17863810646167,1.1986778661416666,77.99,59.572,50.304,1.631,K5V,0.804,1118723.0,3900.0,0.32,0.01852,255,203,161
328,* iot UMa A,134.8018881454904,48.0418228606861,47.96,-22.597,22.754,35.668,A7V(n),3.838,5342320.0,8160.0,2.259,17.31373,219,228,255
329,HD  75302,132.30220355044,3.4847549479,98.9,-66.443,73.014,6.012,G5V,1.517,2111683.0,5200.0,0.708,0.29842,255,231,212
330,PM J05223+3031,80.58563195755,30.51933991119999,93.69,13.202,79.624,47.579,M3.5V,0.722,1005591.0,2780.0,0.28,0.01162,255,169,93
331,HD  31392,73.51753542573,-35.40451764462,84.02,19.43,65.669,-48.676,G9V,1.129,1570905.0,4720.0,0.489,0.0818,255,222,195
332,CD-23 14742,282.45568240083537,-23.83623538204166,9.71,1.915,-8.669,-3.923,M3.5Ve,1.126,1567860.0,2780.0,0.488,0.0811,255,169,93
333,BD+35  2406,196.8960962858,34.40168401247,80.79,-63.778,-19.373,45.643,K8V,1.066,1483938.0,3540.0,0.455,0.06376,255,193,143
334,* gam Boo,218.0194653313254,38.3082480800211,86.03,-53.182,-41.579,53.329,A7IV+(n),2.948,4103081.0,8160.0,1.624,5.45668,219,228,255
335,LP  674-14,181.63590908217287,-6.905151909868889,93.15,-92.436,-2.64,-11.199,M4.5Ve,0.863,1200928.0,2660.0,0.35,0.02526,255,165,84
336,LP  816-60,313.13756918394324,-16.974723133873056,18.33,11.988,-12.793,-5.352,M4V,1.098,1529053.0,2720.0,0.473,0.07268,255,167,89
337,2MASSI J0952219-192431,148.09119682303,-19.40894551231,92.33,-73.927,46.031,-30.683,M7Ve,0.738,1027454.0,2360.0,0.288,0.01277,255,153,56
338,HD  82342,142.6170313542054,-32.103403665280275,64.02,-43.095,32.928,-34.026,K3.5V,0.807,1123744.0,4080.0,0.322,0.01889,255,207,169
339,LSPM J2116+0234,319.11368525093997,2.5809422276199996,57.53,43.452,-37.621,2.591,M3.0V,1.115,1551711.0,2840.0,0.482,0.07751,255,171,98
340,CD-56  5362,213.30363749563165,-56.74205792167249,38.05,-17.439,-11.457,-31.816,M2V:,0.777,1081808.0,2960.0,0.307,0.01599,255,175,107
341,PM J18359-0717,278.98127545259,-7.292100088240001,83.9,12.993,-82.205,-10.65,M2.7,1.004,1397990.0,2876.0,0.423,0.04911,255,172,101
342,RX J1214.1-2345,183.53615761241,-23.75469767209,35.11,-32.077,-1.982,-14.144,M4.0Ve,1.386,1929434.0,2720.0,0.632,0.20106,255,167,89
343,V* AX Mic,319.3136211170721,-38.86736220516139,12.95,7.644,-6.572,-8.125,M1V,1.092,1519542.0,3080.0,0.469,0.07072,255,179,115
344,LP  857-29,215.78254277677792,-22.285867934228612,79.54,-59.709,-43.036,-30.165,M4V,1.393,1938492.0,2720.0,0.636,0.20522,255,167,89
345,LP   16-36,84.55177769966582,79.52201415353112,75.62,1.306,13.69,74.361,M6V,1.218,1695707.0,2480.0,0.538,0.11428,255,158,68
346,G  74-12,34.35452830284792,33.390738790008335,71.05,48.975,33.477,39.102,M3.5,0.754,1049734.0,2780.0,0.295,0.01402,255,169,93
347,LP  229-17,278.6527174189599,40.12399558404,35.53,4.087,-26.859,22.897,M4V,1.018,1416795.0,2720.0,0.43,0.05206,255,167,89
348,G 222-11,92.58269504098334,82.1067551596511,30.86,-0.191,4.234,30.568,M2.5V,1.241,1727885.0,2900.0,0.551,0.12408,255,173,102
349,LP  734-11,180.15366298870455,-13.826822021213337,83.4,-80.986,-0.217,-19.932,M3.5V,0.619,861570.0,2780.0,0.231,0.00591,255,169,93
350,L  489-58,283.41630528754916,-38.61234808521111,40.56,7.354,-30.828,-25.311,M3.5V,1.323,1841291.0,2780.0,0.596,0.16386,255,169,93
351,HD 239960A,336.9981564512275,57.69502237771611,13.08,6.434,-2.731,11.054,M3V,0.726,1009994.0,2840.0,0.282,0.01184,255,171,98
352,LP  756-19,313.90729260325327,-14.035556131335278,38.44,25.86,-26.866,-9.322,M4V,1.48,2059759.0,2720.0,0.686,0.26762,255,167,89
353,LP  433-54,176.96871397207,17.71109995266,79.79,-75.904,4.02,24.274,M3.0,1.365,1899540.0,2840.0,0.62,0.18778,255,171,98
354,*  61 UMa,175.262567794255,34.20163377929139,31.23,-25.744,2.133,17.557,G8V,1.144,1592598.0,4840.0,0.498,0.08685,255,224,200
355,G 139-27,259.17075381663994,8.058390689689999,49.32,-9.174,-47.961,6.913,M2.5V,1.309,1822590.0,2900.0,0.589,0.15671,255,173,102
