id,main_id,ra,dec,distance_ly,x,y,z,spectral_type,diameter_solar,diameter_km,temperature,mass,luminosity,r,g,b
1076,* q01 Eri,25.62214382373,-53.74083095924,56.58,30.176,14.472,-45.627,F9V,1.636,2277545.0,5920.0,0.778,0.41542,255,244,234
1077,* iot Psc,354.9876691817333,5.626292753319723,44.53,44.151,-3.872,4.366,F7V,2.062,2869965.0,6160.0,1.039,1.1423,255,248,241
1078,L   85-31,358.3550977400158,-70.94476343620389,40.2,13.119,-0.377,-37.996,M3.5,1.39,1934228.0,2780.0,0.634,0.20326,255,169,93
1079,HD 162598,268.06919113977705,-7.560407133037778,99.97,-3.339,-99.048,-13.154,K6V,1.492,2077282.0,3780.0,0.693,0.27772,255,200,155
1080,StM 164,181.59223097273997,-13.24893726452,99.29,-96.609,-2.685,-22.755,M3.5Ve,1.278,1778777.0,2780.0,0.571,0.14088,255,169,93
1081,HD 149806,249.28511659863,0.25434041429000004,66.29,-23.447,-62.002,0.294,K0V,1.461,2033294.0,4500.0,0.675,0.2529,255,217,187
1082,G 270-1,7.897552115281665,-5.870298726746112,45.92,45.249,6.277,-4.697,M3.5V,1.367,1902225.0,2780.0,0.621,0.18895,255,169,93
1083,HD  24496,58.61680553277,16.616053104,66.77,33.319,54.621,19.093,G7V,1.294,1801301.0,4960.0,0.58,0.14885,255,227,204
1084,LP  908-68,185.98412334864412,-27.96291528223,68.6,-60.258,-6.317,-32.165,M6.5V,1.425,1983173.0,2420.0,0.654,0.22674,255,155,62
1085,BD-08  2582,136.6889569390133,-8.806837363952223,47.29,-34.001,32.054,-7.24,K7V,1.379,1920131.0,3660.0,0.629,0.19685,255,196,149
1086,BD+33  3339,287.22471703887,34.062231341949996,93.85,23.024,-74.264,52.567,K8,0.84,1168849.0,3540.0,0.338,0.02244,255,193,143
1087,G 164-50,197.88698979263665,29.59059074940028,94.77,-78.423,-25.31,46.795,M3:,0.981,1365381.0,2840.0,0.41,0.04429,255,171,98
1088,BD+29  2654,229.83813785949246,29.206174273322773,91.45,-51.481,-61.002,44.622,K4/5V,0.922,1282808.0,4020.0,0.38,0.03371,255,206,166
1089,LP  272-8,222.82321756164998,33.62955621974,88.73,-54.185,-50.217,49.139,M5.5Ve,0.956,1330470.0,2540.0,0.397,0.03955,255,160,73
1090,G  73-45,35.192722417835,2.9771041114625,61.13,49.892,35.185,3.175,M6V,0.915,1274142.0,2480.0,0.376,0.03273,255,158,68
1091,LP  657-4,77.3376044465775,-8.648813985021388,73.48,15.925,70.88,-11.05,M4.0,0.677,941992.0,2720.0,0.258,0.00873,255,167,89
1092,HD 187748,297.06436866752,59.42290179033,89.48,20.711,-40.536,77.041,G0,1.592,2216468.0,5800.0,0.752,0.36884,255,242,231
1093,[LM84] 5-47,86.74351291177,-34.347584359559995,90.28,4.234,74.421,-50.939,M,0.871,1212875.0,2600,0.354,0.02638,255,162,79
1094,MCC 744,232.00547280449996,25.78996408864,80.16,-44.431,-56.88,34.876,M0V,0.653,909075.0,3200.0,0.247,0.00747,255,183,123
1095,G  69-24,12.189715273308336,27.019185409902505,72.28,62.938,13.596,32.835,M2.5V,1.285,1788236.0,2900.0,0.575,0.14419,255,173,102
1096,G 115-71,140.45439994877623,43.50788817843638,95.84,-53.601,44.257,65.982,M4V,1.102,1534188.0,2720.0,0.475,0.07375,255,167,89
1097,Ross  107,163.95921527056626,56.03712097014832,94.06,-50.503,14.521,78.017,M2V,0.593,824836.0,2960.0,0.219,0.00488,255,175,107
1098,G 241-44,346.6486728346663,71.72375531816833,58.87,17.963,-4.263,55.902,M2.0V,1.494,2080177.0,2960.0,0.695,0.27942,255,175,107
1099,LP  816-10,312.4697185729583,-17.26901832287695,61.21,39.469,-43.118,-18.172,M6.5V,0.575,800613.0,2420.0,0.211,0.00429,255,155,62
1100,BD+85    82,93.28438148427,85.60867400381,95.49,-0.419,7.299,95.205,K3V,0.582,810517.0,4140.0,0.214,0.00452,255,209,172
1101,HD  87883,152.17975244294,34.24226295962,59.66,-43.62,23.018,33.572,K0V,1.196,1664563.0,4500.0,0.526,0.10538,255,217,187
1102,LP  423-14,115.27828834480796,17.645790930119443,60.87,-24.768,52.449,18.451,M7.0V,0.719,1001202.0,2360.0,0.278,0.0114,255,153,56
1103,BD-17  1959,111.14272566337,-17.89221919682,79.35,-27.236,70.427,-24.378,M0V:,0.907,1263001.0,3200.0,0.372,0.03149,255,183,123
1104,G 273-33,351.04714143347996,-17.76397333843,74.33,69.922,-11.016,-22.677,M2,0.612,852524.0,2960.0,0.228,0.00564,255,175,107
1105,* eta Ari,33.2003569925833,21.2109937674006,97.83,76.317,49.941,35.396,F5V,1.918,2670527.0,6400.0,0.949,0.83355,255,252,247
1106,G 210-45,314.6747093773991,34.27417883999999,82.2,47.759,-48.304,46.293,M0.5V,1.343,1869893.0,3140.0,0.608,0.1753,255,181,119
1107,L   88-43,28.40435422005666,-66.89270675701418,55.44,19.139,10.35,-50.994,M3,1.038,1445184.0,2840.0,0.441,0.05679,255,171,98
1108,HD  97233,167.8881203565775,-14.991368496247503,62.87,-59.383,12.743,-16.264,K5Vk:,0.75,1043730.0,3900.0,0.293,0.01367,255,203,161
1109,LSPM J0451+0305,72.808596639,3.09124537995,81.6,24.084,77.843,4.401,M8V,1.251,1740997.0,2240.0,0.556,0.12825,255,148,43
1110,G 255-49,212.09446526989038,75.85203363668222,75.82,-15.7,-9.846,73.519,M1.5V,0.765,1064787.0,3020.0,0.301,0.01492,255,177,111
1111,HD 218511,347.42062744061917,-67.73282158726362,48.39,17.898,-3.994,-44.786,K6V,0.818,1139071.0,3780.0,0.327,0.02004,255,200,155
1112,*  13 Cet,8.811998673643325,-3.592843523288128,69.32,68.369,10.599,-4.344,F7V+G4V,2.308,3213045.0,6160.0,1.196,1.87212,255,248,241
1113,*  37 Cet,18.60016956670833,-7.922825823770556,78.45,73.644,24.784,-10.814,F5V,1.961,2729513.0,6400.0,0.976,0.91716,255,252,247
1114,Ross   10,24.59006770944625,57.23249667717223,42.98,21.153,9.68,36.141,M2.5V,1.409,1960967.0,2900.0,0.645,0.21584,255,173,102
1115,LSPM J0837+0333,129.37590976458,3.5627497914500004,61.62,-39.014,47.537,3.829,M4.0V,1.461,2033941.0,2720.0,0.675,0.25325,255,167,89
1116,LP  125-19,133.77742756318,52.85784878151,89.74,-37.49,39.125,71.539,M5V,1.347,1875136.0,2600.0,0.61,0.17746,255,162,79
1117,HG 8-8,60.60176828247,24.69011700931,98.49,43.925,77.96,41.139,M2.7,0.651,906038.0,2876.0,0.246,0.00736,255,172,101
1118,HD 120036A,206.92567424715998,-32.43003723969,47.54,-35.777,-18.171,-25.495,K6V,1.459,2030518.0,3780.0,0.674,0.25139,255,200,155
1119,Wolf  869,301.92773122749,18.983454849090002,76.31,38.161,-61.242,24.823,M3.5V,1.164,1620609.0,2780.0,0.508,0.09374,255,169,93
1120,G 203-47,257.38143158518375,43.68132579525833,24.78,-3.916,-17.491,17.117,M3.5V,0.884,1230475.0,2780.0,0.36,0.0281,255,169,93
1121,L   50-78,7.7677203760012485,-72.01830475104694,64.15,19.623,2.677,-61.018,M3.5,0.784,1090673.0,2780.0,0.31,0.01658,255,169,93
1122,* eta Cep,311.3223965313,61.838781731080005,46.86,14.604,-16.61,41.316,K0IV,1.301,1810834.0,4500.0,0.584,0.15233,255,217,187
1123,MCC 637,183.12260522939997,39.67433585677,93.58,-71.918,-3.923,59.741,M1V,1.39,1935051.0,3080.0,0.635,0.20363,255,179,115
1124,G 206-37,279.99959448332,33.415078600609995,71.81,10.408,-59.028,39.545,M3.5V,1.014,1411689.0,2780.0,0.428,0.05125,255,169,93
1125,* sig Ser B,245.5268629599,1.02099885445,91.03,-37.704,-82.836,1.622,M2V,1.367,1903538.0,2960.0,0.622,0.18952,255,175,107
1126,G  69-47,16.406843777843335,28.492659002541384,40.81,34.404,10.13,19.467,M5V,0.99,1378091.0,2600.0,0.415,0.04612,255,162,79
1127,CD-51 10924,262.5466853139342,-51.636980641419164,52.12,-4.196,-32.075,-40.867,M0V,1.244,1731962.0,3200.0,0.553,0.12537,255,183,123
1128,L  207-41,282.46335563591293,-57.446832222576944,41.07,4.769,-21.578,-34.617,M3.5V,0.858,1194030.0,2780.0,0.347,0.02463,255,169,93
1129,V* V401 Hya,129.45955724852502,-6.806883308727778,79.43,-50.122,60.89,-9.414,G5V,1.768,2461090.0,5200.0,0.857,0.58312,255,231,212
1130,LP  634-16,300.2756380063,0.27097995106,64.89,32.715,-56.04,0.307,M2V,0.891,1240193.0,2960.0,0.364,0.02908,255,175,107
1131,BD+00  2888,181.19957632382747,-0.22667143031805556,94.18,-94.162,-1.972,-0.373,M0,1.257,1749367.0,3200.0,0.559,0.13097,255,183,123
1132,HD 108799A,187.51989333596998,-13.39319004646,79.24,-76.425,-10.089,-18.355,G0.1,1.829,2546011.0,5788.0,0.894,0.67641,255,242,230
1133,RX J1351.8+1247,207.97048236937,12.78531309784,86.96,-74.898,-39.774,19.244,M2.0Ve,1.196,1664356.0,2960.0,0.526,0.10532,255,175,107
1134,LP  553-59,178.46947993311542,6.998959489325556,48.58,-48.201,1.288,5.92,M8V,0.656,912871.0,2240.0,0.248,0.00761,255,148,43
1135,G 215-12,326.22496568291496,44.285807974491384,74.74,44.473,-29.744,52.185,M2+V,1.432,1992751.0,2960.0,0.658,0.23157,255,175,107
1136,PM J07129+3547,108.24805663732002,35.7842188968,77.07,-19.578,59.38,45.068,M2.5Ve,1.055,1468409.0,2900.0,0.449,0.06089,255,173,102
1137,2MASS J19060693-0515043,286.5289020544508,-5.251205571396944,59.69,16.91,-56.981,-5.463,M8.5,0.679,944561.0,2180.0,0.259,0.00883,255,145,36
1138,StM 219,227.28377542242998,59.073816694230004,95.61,-33.332,-36.101,82.015,M2.2V,1.251,1742069.0,2936.0,0.557,0.1286,255,175,105
1139,G 253-6,118.97470219352708,83.38470638539363,42.7,-2.383,4.303,42.415,M5.0V,1.491,2075016.0,2600.0,0.693,0.2764,255,162,79
1140,L   59-54,103.15752948846668,-73.97100744094139,85.96,-5.403,23.112,-82.618,M2.5,0.805,1120966.0,2900.0,0.321,0.01869,255,173,102
1141,HD 158332,261.89408846814996,26.794955557329995,99.76,-12.556,-88.161,44.973,K1IV,1.005,1399078.0,4380.0,0.423,0.04928,255,214,182
1142,LP  708-589,28.460649435042917,-10.537156767178056,57.05,49.308,26.728,-10.433,M5.0,0.712,991368.0,2600.0,0.275,0.01092,255,162,79
1143,PM J21290-1406,322.26452845949,-14.10786943489,69.66,53.432,-41.349,-16.98,M2,0.771,1073406.0,2960.0,0.304,0.01546,255,175,107
1144,2MASS J09130443-0733042,138.2684410204,-7.55127598411,97.52,-72.143,64.349,-12.815,M9,1.501,2089488.0,2120.0,0.699,0.28494,255,142,29
1145,LSPM J1200+2048,180.13709614443997,20.81427339866,80.06,-74.837,-0.179,28.449,M8V,1.094,1523413.0,2240.0,0.471,0.07152,255,148,43
1146,G 250-33,106.10808908717709,68.28879255601582,53.34,-5.475,18.959,49.559,M3.0V,0.878,1222760.0,2840.0,0.358,0.02733,255,171,98
1147,LP  873-74,323.08745421658335,-20.969503667589997,93.73,69.981,-52.567,-33.544,M0+V,1.162,1617990.0,3200.0,0.507,0.09308,255,183,123
1148,LP  414-139,63.89376031971,19.599890362749996,96.16,39.861,81.344,32.256,M4,0.822,1144751.0,2720.0,0.329,0.02048,255,167,89
1149,HD 103949,179.54876947598,-23.923888222080002,86.43,-79.004,0.622,-35.05,K3V,1.261,1755167.0,4140.0,0.562,0.13288,255,209,172
1150,WT 562,276.5823272788733,-65.79466789124,56.95,2.677,-23.196,-51.942,M5,0.927,1290757.0,2600.0,0.383,0.03464,255,162,79
1151,V* V1005 Ori,74.89514286601,1.78351939398,79.57,20.725,76.784,2.477,M0Ve,0.92,1281253.0,3200.0,0.379,0.03353,255,183,123
1152,2MASS J21351461-3153459,323.81092536628,-31.89606900486,99.09,67.896,-49.672,-52.356,M6e,1.036,1442624.0,2480.0,0.44,0.05635,255,158,68
1153,* m Hya B,221.50246148715996,-25.44443695038,99.98,-67.612,-59.823,-42.953,G1V,1.691,2354082.0,5680.0,0.811,0.48006,255,240,227
1154,HD 114853,198.46760703565997,-45.185801352409996,81.57,-54.53,-18.211,-57.865,G1.5V,1.81,2519897.0,5620.0,0.883,0.64658,255,239,225
1155,SCR J1347-7610,206.98667943605,-76.17225128236,98.56,-20.991,-10.689,-95.704,M1,0.779,1084664.0,3080.0,0.308,0.01618,255,179,115
1156,G 199-17,187.31006564044247,53.545802285825275,81.73,-48.167,-6.179,65.737,M4V,0.655,911595.0,2720.0,0.248,0.00756,255,167,89
1157,PM J02028+0447,30.717009872009996,4.784005608409999,67.84,58.12,34.533,5.658,M3.5Ve,0.752,1047290.0,2780.0,0.295,0.01388,255,169,93
1158,BD+02  1729,114.84599556067,2.18366494768,49.17,-20.644,44.584,1.873,M0.0V,0.827,1151879.0,3200.0,0.332,0.02105,255,183,123
1159,LP  794-19,181.44427933321248,-18.82558925132028,74.65,-70.63,-1.781,-24.087,M5V,1.387,1931345.0,2600.0,0.633,0.20193,255,162,79
1160,G 106-36,94.29432236336001,5.11740878468,62.56,-4.665,62.131,5.58,M3.5V,0.989,1376036.0,2780.0,0.414,0.04582,255,169,93
1161,LP  329-20,240.46918630031996,30.45970079489,92.45,-39.28,-69.34,46.867,M2.5V,0.646,898931.0,2900.0,0.243,0.00711,255,173,102
1162,HD  75289,131.91828905822,-41.736793144239996,94.66,-47.192,52.563,-63.019,F9VFe+0.3,1.593,2218114.0,5920.0,0.753,0.37004,255,244,234
1163,G 124-52,218.73935784734206,-2.416412764715277,87.0,-67.796,-54.391,-3.668,M2,0.792,1102326.0,2960.0,0.314,0.01737,255,175,107
1164,G 201-33,226.45602501274334,55.078665243826116,66.9,-26.385,-27.761,54.857,M3.5V,1.057,1471028.0,2780.0,0.45,0.06136,255,169,93
1165,PM J12368-0159,189.21722213824998,-1.98355994387,92.26,-91.011,-14.769,-3.193,M3.5V,1.025,1426592.0,2780.0,0.434,0.05366,255,169,93
1166,FBS 0444-113,71.715534,-11.279887,61.42,18.899,57.196,-12.015,M3.0V,0.933,1298312.0,2840.0,0.385,0.03553,255,171,98
1167,CD-49 14193,354.07614054516995,-48.58807197388,81.56,53.66,-5.568,-61.167,M0V,0.792,1101964.0,3200.0,0.314,0.01734,255,183,123
1168,WT 1681,145.9130009181371,-19.76216385385195,65.41,-50.984,34.502,-22.117,M2.0,1.107,1540969.0,2960.0,0.477,0.07519,255,175,107
1169,2MASS J03242687-7727053,51.11190213091792,-77.45153737976582,85.79,11.701,14.508,-83.737,M6e,1.388,1932354.0,2480.0,0.634,0.2024,255,158,68
1170,PM J08275+0837,126.87888747271002,8.62037565981,73.41,-43.555,58.054,11.002,M2,0.93,1294611.0,2960.0,0.384,0.03509,255,175,107
1171,L  425-35,322.6986362158679,-40.70818162254056,39.73,23.957,-18.252,-25.913,M4V,1.442,2007358.0,2720.0,0.664,0.23909,255,167,89
1172,CD-42 15640,327.2993779604166,-41.559009638055564,66.7,41.999,-26.963,-44.248,M6V,1.461,2033461.0,2480.0,0.675,0.25299,255,158,68
1173,G 214-12,332.4293577547333,41.03489191370028,75.28,50.334,-26.281,49.421,M3.0V,1.336,1860021.0,2840.0,0.604,0.17128,255,171,98
1174,LSPM J2311+5032,347.9733980302021,50.537470272205,75.01,46.629,-9.934,57.912,M4.5V,1.479,2058305.0,2660.0,0.686,0.26679,255,165,84
1175,HD 132950,225.37489159715,15.868886483479999,94.9,-64.124,-64.968,25.949,K3+V,1.145,1593943.0,4140.0,0.498,0.08717,255,209,172
1176,LEHPM 1088,13.769544355527914,-30.866940560065,91.12,75.969,18.617,-46.751,M7.2V,1.217,1694735.0,2336.0,0.538,0.114,255,152,54
1177,LP  625-34,250.02493400518,0.70523648774,36.77,-12.561,-34.559,0.453,M5V,0.826,1149217.0,2600.0,0.331,0.02084,255,162,79
1178,G 234-37,128.9543356471104,68.06920227360361,42.39,-9.954,12.313,39.325,M3.0V,1.36,1892750.0,2840.0,0.617,0.18487,255,171,98
1179,Wolf 1056,9.746018081765413,30.61621877400472,41.34,35.064,6.023,21.054,M2.5V,0.856,1192089.0,2900.0,0.346,0.02446,255,173,102
1180,HD 113194,195.58620790774,-26.787112265709997,57.28,-49.253,-13.739,-25.815,K5Vk:,1.051,1462351.0,3900.0,0.447,0.0598,255,203,161
1181,LP  932-89,343.200299467555,-28.795183798975284,67.83,56.902,-17.179,-32.67,M2,0.852,1185798.0,2960.0,0.344,0.0239,255,175,107
1182,G  22-26,290.5086268200758,7.041754067546944,34.63,12.04,-32.188,4.245,M4V,1.326,1846239.0,2720.0,0.598,0.1658,255,167,89
1183,LP  397-10,319.02627446821,22.64623043276,68.47,47.708,-41.434,26.363,M6Ve,0.838,1166669.0,2480.0,0.337,0.02226,255,158,68
1184,* sig CrB,243.67023154593198,33.85859713697483,68.75,-25.323,-51.17,38.305,F6V+G0V,2.026,2819845.0,6280.0,1.016,1.05757,255,250,244
1185,G 248-19,65.49004327013166,75.1411896666514,63.44,6.749,14.802,61.316,M3.0V,0.651,906781.0,2840.0,0.246,0.00739,255,171,98
1186,HD 132142,223.7960155919671,53.68034630217444,76.89,-32.87,-31.517,61.949,K1V,1.374,1912577.0,4380.0,0.625,0.19349,255,214,182
1187,2MASS J16523515-2900186,253.14642740959164,-29.005303266476393,63.9,-16.204,-53.488,-30.986,M5.5,0.634,882422.0,2540.0,0.238,0.00656,255,160,73
1188,2MASS J13373116+4938367,204.37985383328,49.64352180713,90.04,-53.107,-24.068,68.615,M9V,0.86,1197392.0,2120.0,0.348,0.02494,255,142,29
1189,G  13-44B,187.47770403223663,-5.455698795911111,69.26,-68.364,-8.973,-6.585,M4V,1.373,1911472.0,2720.0,0.625,0.193,255,167,89
1190,G 130-63,4.7233058274325,27.813854006796944,61.47,54.182,4.477,28.681,M4V,0.573,797312.0,2720.0,0.21,0.00421,255,167,89
1191,HD 191391,302.5815431751621,-20.49343704711028,51.6,26.029,-40.729,-18.066,K6Vk,1.489,2073013.0,3780.0,0.692,0.27524,255,200,155
1192,PM J04338+6438,68.4505171481,64.63534506878,91.5,14.397,36.457,82.68,M4e,0.932,1297029.0,2720.0,0.385,0.03538,255,167,89
1193,G  71-24,24.624755265667915,0.6515882945761112,67.65,61.489,28.184,0.769,M2.5V,0.723,1006196.0,2900.0,0.28,0.01165,255,173,102
1194,HD 181321,290.37386571793786,-34.983432314169995,64.86,18.501,-49.817,-37.187,G2V,1.662,2313285.0,5560.0,0.793,0.44471,255,238,224
1195,L  455-111 A,106.19132910073041,-38.602098793690836,73.14,-15.939,54.893,-45.634,M3,1.444,2010297.0,2840.0,0.666,0.24062,255,171,98
1196,L  294-92,26.92710206439541,-48.601500564618334,50.89,30.006,15.241,-38.176,M4e,1.355,1886653.0,2720.0,0.615,0.18227,255,167,89
1197,LP  695-372,310.68821620935,-5.0053260525,54.39,35.323,-41.084,-4.745,M6.5,0.854,1188629.0,2420.0,0.345,0.02415,255,155,62
1198,UCAC4 515-055489,201.15896205142997,12.90625066642,84.84,-77.123,-29.85,18.95,M2.3,1.36,1893012.0,2924.0,0.617,0.18498,255,174,104
1199,HD  58760,111.61068309676001,-15.770328995450003,84.64,-29.998,75.725,-23.003,K4+V,1.287,1791934.0,4020.0,0.577,0.1455,255,206,166
1200,LSPM J0930+2630,142.56011941156,26.506907675660003,78.96,-56.102,42.955,35.239,M3V,0.553,770216.0,2840.0,0.201,0.00362,255,171,98
1201,HD 131023,222.75964339286998,9.72366961344,97.97,-70.897,-65.559,16.547,K0V,1.422,1979829.0,4500.0,0.653,0.22507,255,217,187
1202,V* BX Cet,39.06361196853625,6.871643222118333,23.56,18.162,14.741,2.819,M3.5V,0.874,1216034.0,2780.0,0.355,0.02668,255,169,93
1203,HD 128165,218.3702826930829,52.90879107492666,43.16,-20.408,-16.158,34.428,K3,1.015,1413205.0,4140.0,0.428,0.05149,255,209,172
1204,LSPM J0417+4103,64.4347448,41.0537231,90.35,29.401,61.461,59.338,M3.5V,1.026,1428134.0,2780.0,0.434,0.05391,255,169,93
1205,UCAC4 494-048210,121.15722342847334,8.622798317183888,97.46,-49.853,82.455,14.611,M3,0.743,1034237.0,2840.0,0.29,0.01314,255,171,98
1206,PM J21055+0609N,316.38357092679,6.15429871303,73.51,52.914,-50.418,7.881,M3.0V,1.209,1683484.0,2840.0,0.533,0.11072,255,171,98
1207,BD+30   206,20.367494833426665,31.34131067253111,94.84,75.936,28.191,49.329,K2V,0.845,1175681.0,4260.0,0.34,0.02302,255,212,177
1208,LP  758-74,328.28139481818,-12.828024358480002,78.54,65.146,-40.264,-17.439,K7V,1.355,1886207.0,3660.0,0.615,0.18209,255,196,149
1209,L    2-77,326.6778669570304,-85.71791210911917,50.73,3.165,-2.081,-50.59,M3.5,1.025,1426584.0,2780.0,0.434,0.05366,255,169,93
1210,G  24-12,304.09169225244,-2.06894668448,86.71,48.571,-71.761,-3.13,M0.5V,1.309,1821602.0,3140.0,0.588,0.15633,255,181,119
1211,L  324-51,173.09291774439833,-46.465739052705565,70.31,-48.077,5.824,-50.972,M3e,0.56,780114.0,2840.0,0.204,0.00383,255,171,98
1212,* iot Leo,170.98105513292123,10.52950625196611,77.01,-74.774,11.868,14.072,F1IV,2.068,2878324.0,6880.0,1.043,1.15693,246,244,255
1213,G  14-47,200.10392335281,-1.6575142953199997,73.47,-68.969,-25.244,-2.125,M1.5Vk:,1.125,1566066.0,3020.0,0.487,0.0807,255,177,111
1214,G 232-42,329.3962456594912,50.442346189100284,94.72,51.922,-30.711,73.03,M4.4,0.936,1302261.0,2672.0,0.387,0.03601,255,165,85
1215,*  88 Leo,172.93726733020958,14.364502976219722,76.47,-73.514,9.108,18.971,F9.5V,1.795,2498555.0,5860.0,0.874,0.62296,255,243,232
1216,Wolf  409,185.58863825365623,25.16995654577056,90.8,-81.788,-8.003,38.618,M0.5V,1.23,1711907.0,3140.0,0.545,0.11914,255,181,119
1217,CPD-56   768,75.59404812664376,-56.09839428963166,72.4,10.047,39.114,-60.093,K5V,1.236,1720599.0,3900.0,0.548,0.12181,255,203,161
1218,L  178-47,64.712612663115,-57.2336526125475,94.88,21.934,46.428,-79.78,M2.5,0.771,1073330.0,2900.0,0.304,0.01545,255,173,102
1219,CD-25  1159,43.84668170512137,-25.224809362264107,94.57,61.698,59.262,-40.302,M2+V,1.417,1972256.0,2960.0,0.65,0.22133,255,175,107
1220,L  415-82,269.30926574127,-41.991434865869174,57.73,-0.517,-42.906,-38.624,M3V,1.171,1629911.0,2840.0,0.512,0.09611,255,171,98
1221,HD  80367,139.8679681749,0.8970607094100002,93.34,-71.357,60.156,1.461,K0V,0.761,1059457.0,4500.0,0.299,0.0146,255,217,187
1222,V* CU Cnc,127.90655910045,19.39427723037,54.31,-31.471,40.416,18.033,M5Ve,0.867,1207343.0,2600.0,0.352,0.02586,255,162,79
1223,G 153-27,242.06234250527913,-10.437296201438333,70.44,-32.455,-61.2,-12.761,M4.5V,0.999,1390638.0,2660.0,0.42,0.04799,255,165,84
1224,CD-24  1458,47.10695555137,-24.16758977436,93.38,57.984,62.413,-38.229,K4V,1.435,1997278.0,4020.0,0.66,0.23388,255,206,166
1225,G 158-73,6.105088225470001,-12.29018693661,83.07,80.704,8.632,-17.682,M2.5V,1.077,1499636.0,2900.0,0.461,0.06676,255,173,102
1226,G 184-19B,280.2908323199583,24.788780796660284,32.44,5.261,-28.974,13.6,M4.5Ve,0.762,1060612.0,2660.0,0.299,0.01467,255,165,84
1227,Ross 1047,227.39830106475208,3.1668202208144445,47.65,-32.204,-35.02,2.632,M2V,1.129,1571115.0,2960.0,0.489,0.08184,255,175,107
1228,BD+00  3077,203.85321826662,-0.38910183765,62.81,-57.445,-25.4,-0.427,K7V,0.729,1014518.0,3660.0,0.283,0.01208,255,196,149
1229,LP  310-34,121.85861740550918,32.21946348261639,61.84,-27.613,44.433,32.969,M8,0.806,1121584.0,2240.0,0.321,0.01873,255,148,43
1230,* eps Lib,231.04951580174,-10.322278854,94.21,-58.264,-72.077,-16.88,F4V,2.191,3049619.0,6520.0,1.121,1.48986,255,254,250
1231,HD 105963B,182.86162532230998,53.41872214726,93.57,-55.694,-2.784,75.137,K3,1.418,1973565.0,4140.0,0.65,0.22197,255,209,172
1232,* eps02 Ara,255.78647331191996,-53.23693600877001,87.28,-12.826,-50.638,-69.921,F5VFe+0.5,2.172,3023661.0,6400.0,1.109,1.43517,255,252,247
1233,PM J23229+3717,350.7432076933599,37.28730216746,74.75,58.701,-9.567,45.287,M2.0V,1.181,1643353.0,2960.0,0.517,0.09963,255,175,107
1234,CD-40 14067,313.06832834172,-39.99738345195,91.36,47.791,-51.128,-58.72,K6.5Vk:,0.949,1320947.0,3720.0,0.394,0.03832,255,198,152
1235,HD  21749,51.74676101981167,-63.49910081360027,53.27,14.717,18.666,-47.673,K4.5V,1.17,1628732.0,3960.0,0.512,0.09581,255,204,164
1236,LF  8 +13  265,94.87290477901,13.950823680890002,81.65,-6.731,78.953,19.684,M0.5V,1.064,1480884.0,3140.0,0.454,0.06318,255,181,119
1237,HD 250268,90.22488666607458,21.02099192122111,94.83,-0.347,88.518,34.016,K4,0.712,991230.0,4020.0,0.275,0.01091,255,206,166
1238,HD 137303,231.49376173819792,-26.705782868200835,72.32,-40.224,-50.558,-32.502,K4V,1.27,1767550.0,4020.0,0.567,0.13703,255,206,166
1239,LP  691-15,282.27668145426,-3.25485578184,55.89,11.865,-54.523,-3.173,M4.5V,0.784,1091399.0,2660.0,0.31,0.01662,255,165,84
1240,StM 336,257.60606806359,27.97778352370001,76.26,-14.454,-65.775,35.774,M2.5V,1.338,1863101.0,2900.0,0.605,0.17253,255,173,102
1241,SIPS J0938-2748,144.66765280852707,-27.80512622235306,92.34,-66.634,47.236,-43.073,M7.5,1.222,1700663.0,2300.0,0.54,0.11575,255,150,50
1242,G 116-73,149.83719557361,43.84045702434,88.82,-55.388,32.188,61.52,M5V,0.932,1297909.0,2600.0,0.385,0.03548,255,162,79
1243,G  32-38,9.890808326283333,14.909708486547224,95.21,90.634,15.803,24.496,M4.5V,0.822,1144092.0,2660.0,0.329,0.02043,255,165,84
1244,LP  726-37,136.167454626295,-12.320052404235556,59.57,-41.981,40.304,-12.71,M5Ve,0.981,1365762.0,2600.0,0.411,0.04434,255,162,79
1245,LSPM J0621+3222,95.40172144563,32.377386658099994,91.02,-7.236,76.527,48.739,M4.9,1.464,2038339.0,2612.0,0.677,0.25566,255,163,80
1246,ASAS J140209-0354.9,210.54317256155,-3.91698399973,75.26,-64.666,-38.157,-5.141,M3e,1.387,1930796.0,2840.0,0.633,0.20168,255,171,98
1247,1RXS J210736.5-130500,316.90329385393,-13.08283093089,67.75,48.185,-45.086,-15.335,M3.0Ve,1.253,1744522.0,2840.0,0.558,0.12939,255,171,98
1248,BD+40  3796,293.96429340930916,41.31888904704556,93.5,28.521,-64.166,61.73,K7V,0.646,899325.0,3660.0,0.244,0.00713,255,196,149
1249,L  173-39,27.109076518039995,-56.97818304884999,68.2,33.085,16.937,-57.186,M1.5Ve,0.953,1326330.0,3020.0,0.396,0.03901,255,177,111
1250,BD-07  1110,83.1119359459,-7.238662401150001,71.64,8.524,70.561,-9.027,M0.5V,1.228,1709165.0,3140.0,0.543,0.1183,255,181,119
1251,BD+76  3952,146.7020252337433,76.04391682018667,51.51,-10.383,6.82,49.985,M1.5V,1.206,1679374.0,3020.0,0.532,0.10954,255,177,111
1252,2MASS J00265632-5428530,6.73471848297125,-54.48132270123723,74.27,42.849,5.06,-60.448,M8V,1.15,1600467.0,2240.0,0.501,0.08875,255,148,43
